Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Simone Scuffet,it ITA,G,27.0,31.0,31.0,2.789,31.0,55.0,177.0,129.0,76.0,597.0,8.0,10.0,13.0,3.0,97.0,3.0,3.0,0.0,0.0,0.0
Boris Radunović,rs SRB,G,27.0,7.0,7.0,630.0,7.0,12.0,171.0,27.0,16.0,556.0,0.0,2.0,5.0,2.0,286.0,1.0,0.0,0.0,1.0,0
Simone Aresti,it ITA,G,37.0,1.0,0.0,1.0,0.0,1.0,9000.0,1.0,0.0,1000.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0
