Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Mike Maignan,fr FRA,G,27.0,22.0,22.0,1.978,22.0,21.0,96.0,62.0,40.0,694.0,11.0,7.0,4.0,8.0,364.0,3.0,2.0,1.0,0.0,333.0
Ciprian Tătărușanu,ro ROU,G,36.0,16.0,16.0,1.44,16.0,22.0,137.0,61.0,40.0,672.0,9.0,3.0,4.0,4.0,250.0,2.0,2.0,0.0,0.0,0.0
Antonio Mirante,it ITA,G,39.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
