Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Alex Meret,it ITA,G,25.0,34.0,34.0,3.06,34.0,24.0,71.0,91.0,66.0,747.0,26.0,5.0,3.0,16.0,471.0,2.0,1.0,1.0,0.0,500.0
Pierluigi Gollini,it ITA,G,27.0,4.0,4.0,360.0,4.0,4.0,100.0,16.0,12.0,750.0,2.0,1.0,1.0,2.0,500.0,0.0,0.0,0.0,0.0,0
