Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Pietro Terracciano,it ITA,G,33.0,33.0,33.0,2.97,33.0,35.0,106.0,126.0,90.0,770.0,15.0,8.0,10.0,8.0,242.0,7.0,6.0,1.0,0.0,143.0
Oliver Christensen,dk DEN,G,24.0,4.0,4.0,360.0,4.0,9.0,225.0,19.0,10.0,632.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Tommaso Martinelli,it ITA,G,17.0,1.0,1.0,90.0,1.0,2.0,200.0,3.0,1.0,333.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
