Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Josep Martinez,es ESP,G,25.0,36.0,36.0,3.239,36.0,43.0,119.0,130.0,87.0,692.0,11.0,13.0,12.0,8.0,222.0,4.0,3.0,1.0,0.0,250.0
Nicola Leali,it ITA,G,30.0,3.0,2.0,176.0,2.0,2.0,102.0,9.0,7.0,778.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Daniele Sommariva,it ITA,G,26.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0
