Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Ivan Provedel,it ITA,G,27.0,31.0,31.0,2.761,30.7,52.0,170.0,165.0,116.0,739.0,9.0,5.0,17.0,7.0,226.0,11.0,9.0,0.0,2.0,0.0
Jeroen Zoet,nl NED,G,30.0,7.0,7.0,630.0,7.0,19.0,271.0,43.0,23.0,581.0,1.0,1.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,500.0
Petar Zovko,ba BIH,G,19.0,1.0,0.0,29.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
