Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Jesse Joronen,fi FIN,G,30.0,29.0,29.0,2.61,29.0,36.0,124.0,107.0,71.0,692.0,15.0,7.0,7.0,10.0,345.0,4.0,3.0,1.0,0.0,250.0
Bruno,br BRA,G,25.0,9.0,9.0,810.0,9.0,10.0,111.0,27.0,17.0,741.0,6.0,0.0,3.0,2.0,222.0,3.0,3.0,0.0,0.0,0.0
