Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Yann Sommer,ch SUI,G,34.0,34.0,34.0,3.06,34.0,19.0,56.0,98.0,78.0,827.0,27.0,6.0,1.0,19.0,559.0,4.0,2.0,1.0,1.0,333.0
Emil Audero,it ITA,G,26.0,4.0,4.0,337.0,3.7,3.0,80.0,11.0,8.0,727.0,2.0,1.0,1.0,2.0,500.0,0.0,0.0,0.0,0.0,0
Raffaele Di Gennaro,it ITA,G,29.0,1.0,0.0,23.0,0.3,0.0,0.0,4.0,4.0,1000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
