Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Stefano Turati,it ITA,G,20.0,37.0,37.0,3.33,37.0,24.0,65.0,98.0,73.0,786.0,23.0,8.0,6.0,20.0,541.0,4.0,3.0,1.0,0.0,250.0
Leonardo Loria,it ITA,G,23.0,1.0,1.0,90.0,1.0,2.0,200.0,3.0,1.0,333.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
