Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Andrea Consigli,it ITA,G,36.0,35.0,35.0,3.15,35.0,68.0,194.0,159.0,93.0,616.0,6.0,8.0,21.0,3.0,86.0,10.0,7.0,1.0,2.0,125.0
Alessio Cragno,it ITA,G,29.0,3.0,3.0,270.0,3.0,7.0,233.0,14.0,8.0,571.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
