Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Samir Handanović,si SVN,G,37.0,37.0,37.0,3.33,37.0,30.0,81.0,124.0,95.0,790.0,25.0,9.0,3.0,15.0,405.0,4.0,4.0,0.0,0.0,0.0
Ionuț Radu,ro ROU,G,24.0,1.0,1.0,90.0,1.0,2.0,200.0,3.0,1.0,333.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
