Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Rui Patrício,pt POR,G,34.0,35.0,35.0,3.15,35.0,35.0,100.0,108.0,73.0,694.0,17.0,8.0,10.0,13.0,371.0,3.0,2.0,1.0,0.0,333.0
Mile Svilar,rs SRB,G,22.0,3.0,3.0,270.0,3.0,3.0,100.0,10.0,7.0,700.0,1.0,1.0,1.0,1.0,333.0,0.0,0.0,0.0,0.0,0
