Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Francesco Bardi,it ITA,G,28.0,34.0,34.0,3.06,34.0,39.0,115.0,136.0,97.0,721.0,11.0,12.0,11.0,11.0,324.0,2.0,1.0,1.0,0.0,500.0
Alessandro Iacobucci,it ITA,G,29.0,4.0,4.0,360.0,4.0,3.0,75.0,14.0,11.0,786.0,1.0,2.0,1.0,2.0,500.0,0.0,0.0,0.0,0.0,0
