Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Michele Di Gregorio,it ITA,G,23.0,27.0,27.0,2.43,27.0,24.0,89.0,92.0,70.0,772.0,13.0,8.0,6.0,12.0,444.0,3.0,3.0,0.0,0.0,0.0
Eugenio Lamanna,it ITA,G,30.0,8.0,8.0,720.0,8.0,5.0,62.0,20.0,15.0,750.0,3.0,4.0,1.0,5.0,625.0,0.0,0.0,0.0,0.0,0
Daniele Sommariva,it ITA,G,23.0,3.0,3.0,270.0,3.0,4.0,133.0,9.0,5.0,556.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
