Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Salvatore Sirigu,it ITA,G,33.0,32.0,32.0,2.88,32.0,62.0,194.0,134.0,72.0,597.0,5.0,13.0,14.0,7.0,219.0,9.0,8.0,0.0,1.0,0.0
Vanja Milinković-Savić,rs SRB,G,23.0,5.0,5.0,450.0,5.0,6.0,120.0,20.0,14.0,750.0,2.0,2.0,1.0,1.0,200.0,1.0,1.0,0.0,0.0,0.0
Samir Ujkani,xk KVX,G,32.0,1.0,1.0,90.0,1.0,1.0,100.0,3.0,2.0,667.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
