Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Marco Carnesecchi,it ITA,G,20.0,20.0,20.0,1.798,20.0,18.0,90.0,66.0,50.0,727.0,9.0,6.0,5.0,6.0,300.0,0.0,0.0,0.0,0.0,0
Giacomo Volpe,it ITA,G,24.0,9.0,9.0,810.0,9.0,13.0,144.0,37.0,23.0,649.0,2.0,3.0,4.0,1.0,111.0,1.0,0.0,1.0,0.0,1000.0
Enrico Alfonso,it ITA,G,32.0,8.0,8.0,720.0,8.0,11.0,137.0,34.0,24.0,676.0,1.0,3.0,4.0,1.0,125.0,0.0,0.0,0.0,0.0,0
Andrea Zaccagno,it ITA,G,23.0,1.0,1.0,90.0,1.0,2.0,200.0,3.0,1.0,667.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
