Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Łukasz Skorupski,pl POL,G,31.0,37.0,37.0,3.33,37.0,49.0,132.0,161.0,113.0,739.0,13.0,12.0,12.0,7.0,189.0,9.0,7.0,2.0,0.0,222.0
Francesco Bardi,it ITA,G,30.0,1.0,1.0,90.0,1.0,0.0,0.0,4.0,4.0,1000.0,1.0,0.0,0.0,1.0,1000.0,0.0,0.0,0.0,0.0,0
