Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Michele Di Gregorio,it ITA,G,26.0,33.0,33.0,2.872,31.9,35.0,110.0,159.0,122.0,799.0,11.0,11.0,11.0,12.0,364.0,5.0,3.0,2.0,0.0,400.0
Alessandro Sorrentino,it ITA,G,21.0,7.0,5.0,548.0,6.1,16.0,263.0,32.0,16.0,625.0,0.0,1.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
