Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Mike Maignan,fr FRA,G,28.0,29.0,29.0,2.609,29.0,34.0,117.0,120.0,86.0,775.0,19.0,5.0,5.0,10.0,345.0,7.0,7.0,0.0,0.0,0.0
Marco Sportiello,it ITA,G,31.0,7.0,7.0,630.0,7.0,11.0,157.0,33.0,23.0,697.0,3.0,3.0,1.0,2.0,286.0,1.0,1.0,0.0,0.0,0.0
Antonio Mirante,it ITA,G,40.0,2.0,2.0,177.0,2.0,3.0,153.0,8.0,5.0,625.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Lapo Nava,it ITA,G,19.0,1.0,0.0,3.0,0.0,1.0,3000.0,2.0,1.0,500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
