Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Elia Caprile,it ITA,G,21.0,23.0,23.0,2.07,23.0,27.0,117.0,106.0,78.0,783.0,6.0,6.0,11.0,5.0,217.0,5.0,4.0,1.0,0.0,200.0
Etrit Berisha,al ALB,G,34.0,14.0,14.0,1.26,14.0,25.0,179.0,74.0,49.0,689.0,3.0,3.0,8.0,4.0,286.0,3.0,2.0,1.0,0.0,333.0
Samuele Perisan,it ITA,G,25.0,1.0,1.0,90.0,1.0,2.0,200.0,5.0,3.0,600.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
