Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Ivan Provedel,it ITA,G,26.0,29.0,29.0,2.61,29.0,55.0,190.0,131.0,75.0,626.0,6.0,10.0,13.0,4.0,138.0,7.0,6.0,1.0,0.0,143.0
Jeroen Zoet,nl NED,G,29.0,7.0,7.0,603.0,6.7,12.0,179.0,29.0,17.0,690.0,3.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
Rafael,br BRA,G,38.0,3.0,2.0,207.0,2.3,5.0,217.0,18.0,13.0,722.0,0.0,1.0,1.0,1.0,500.0,0.0,0.0,0.0,0.0,0
