Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Emil Audero,it ITA,G,25.0,25.0,25.0,2.25,25.0,39.0,156.0,121.0,82.0,719.0,2.0,6.0,17.0,4.0,160.0,7.0,5.0,2.0,0.0,286.0
Nicola Ravaglia,it ITA,G,33.0,9.0,9.0,810.0,9.0,23.0,256.0,64.0,41.0,672.0,0.0,3.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Martin Turk,si SVN,G,18.0,4.0,4.0,360.0,4.0,9.0,225.0,30.0,21.0,733.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
