Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
André Onana,cm CMR,G,26.0,24.0,24.0,2.16,24.0,24.0,100.0,83.0,61.0,735.0,14.0,3.0,7.0,8.0,333.0,2.0,2.0,0.0,0.0,0.0
Samir Handanović,si SVN,G,38.0,14.0,14.0,1.234,13.7,18.0,131.0,52.0,35.0,673.0,9.0,0.0,5.0,4.0,286.0,1.0,1.0,0.0,0.0,0.0
Alex Cordaz,it ITA,G,39.0,1.0,0.0,26.0,0.3,0.0,0.0,2.0,2.0,1000.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0
