Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Pierluigi Gollini,it ITA,G,25.0,25.0,25.0,2.156,24.0,26.0,109.0,65.0,38.0,662.0,14.0,8.0,3.0,9.0,360.0,6.0,4.0,2.0,0.0,333.0
Marco Sportiello,it ITA,G,28.0,15.0,13.0,1.261,14.0,21.0,150.0,47.0,25.0,574.0,9.0,1.0,3.0,2.0,154.0,2.0,1.0,1.0,0.0,500.0
