Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Marco Silvestri,it ITA,G,29.0,34.0,34.0,3.06,34.0,42.0,124.0,131.0,91.0,725.0,11.0,9.0,14.0,7.0,206.0,7.0,6.0,0.0,1.0,0.0
Ivor Pandur,hr CRO,G,20.0,4.0,4.0,332.0,3.7,6.0,163.0,13.0,7.0,538.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Alessandro Berardi,it ITA,G,29.0,1.0,0.0,28.0,0.3,0.0,0.0,1.0,1.0,1000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
