Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Marco Silvestri,it ITA,G,30.0,35.0,35.0,3.15,35.0,50.0,143.0,141.0,92.0,681.0,10.0,14.0,11.0,7.0,200.0,7.0,5.0,0.0,2.0,0.0
Daniele Padelli,it ITA,G,35.0,3.0,3.0,270.0,3.0,8.0,267.0,21.0,13.0,619.0,1.0,0.0,2.0,1.0,333.0,0.0,0.0,0.0,0.0,0
