Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Thomas Strakosha,al ALB,G,26.0,23.0,23.0,2.07,23.0,29.0,126.0,86.0,58.0,674.0,12.0,6.0,5.0,7.0,304.0,1.0,1.0,0.0,0.0,0.0
Pepe Reina,es ESP,G,38.0,15.0,15.0,1.35,15.0,29.0,193.0,60.0,31.0,583.0,6.0,4.0,5.0,2.0,133.0,5.0,4.0,0.0,1.0,0.0
