Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Łukasz Skorupski,pl POL,G,29.0,28.0,28.0,2.52,28.0,46.0,164.0,147.0,100.0,721.0,10.0,5.0,13.0,4.0,143.0,7.0,5.0,2.0,0.0,286.0
Angelo da Costa Júnior,br BRA,G,36.0,6.0,6.0,540.0,6.0,9.0,150.0,27.0,18.0,704.0,0.0,5.0,1.0,1.0,167.0,1.0,1.0,0.0,0.0,0.0
Federico Ravaglia,it ITA,G,20.0,4.0,4.0,360.0,4.0,10.0,250.0,19.0,10.0,526.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
