Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Federico Ravaglia,it ITA,G,21.0,27.0,27.0,2.43,27.0,30.0,111.0,98.0,68.0,724.0,10.0,11.0,6.0,9.0,333.0,3.0,3.0,0.0,0.0,0.0
Stefano Minelli,it ITA,G,27.0,11.0,11.0,990.0,11.0,15.0,136.0,39.0,25.0,641.0,5.0,2.0,4.0,3.0,273.0,1.0,1.0,0.0,0.0,0.0
