Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Luigi Sepe,it ITA,G,29.0,36.0,36.0,3.24,36.0,76.0,211.0,181.0,108.0,591.0,3.0,11.0,22.0,5.0,139.0,2.0,2.0,0.0,0.0,0.0
Simone Colombi,it ITA,G,29.0,2.0,2.0,180.0,2.0,7.0,350.0,10.0,3.0,400.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
