Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Pau López,es ESP,G,25.0,21.0,20.0,1.817,20.2,29.0,144.0,85.0,59.0,694.0,10.0,4.0,6.0,4.0,200.0,3.0,3.0,0.0,0.0,0.0
Antonio Mirante,it ITA,G,37.0,13.0,13.0,1.153,12.8,19.0,148.0,56.0,36.0,696.0,6.0,3.0,4.0,5.0,385.0,3.0,2.0,1.0,0.0,333.0
Daniel Fuzato,br BRA,G,23.0,5.0,5.0,450.0,5.0,7.0,140.0,26.0,19.0,731.0,2.0,1.0,2.0,2.0,400.0,0.0,0.0,0.0,0.0,0
