Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Vanja Milinković-Savić,rs SRB,G,26.0,36.0,36.0,3.24,36.0,31.0,86.0,134.0,103.0,813.0,13.0,14.0,9.0,18.0,500.0,6.0,6.0,0.0,0.0,0.0
Luca Gemello,it ITA,G,23.0,2.0,2.0,180.0,2.0,5.0,250.0,9.0,4.0,556.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
