Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Gianluigi Buffon,it ITA,G,43.0,26.0,25.0,2.272,25.2,27.0,107.0,117.0,89.0,803.0,7.0,12.0,6.0,8.0,320.0,7.0,4.0,2.0,1.0,333.0
Martin Turk,si SVN,G,17.0,10.0,10.0,900.0,10.0,9.0,90.0,38.0,29.0,842.0,4.0,4.0,2.0,4.0,400.0,3.0,3.0,0.0,0.0,0.0
Simone Colombi,it ITA,G,30.0,3.0,3.0,248.0,2.8,7.0,254.0,13.0,6.0,462.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
