Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Vanja Milinković-Savić,rs SRB,G,25.0,38.0,38.0,3.42,38.0,41.0,108.0,136.0,95.0,735.0,14.0,11.0,13.0,11.0,289.0,6.0,5.0,0.0,1.0,0.0
