Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Marco Carnesecchi,it ITA,G,21.0,36.0,36.0,3.173,35.3,38.0,108.0,124.0,87.0,734.0,19.0,8.0,9.0,8.0,222.0,6.0,5.0,1.0,0.0,167.0
Mouhamadou Sarr,sn SEN,G,24.0,3.0,2.0,247.0,2.7,1.0,36.0,7.0,6.0,857.0,1.0,1.0,0.0,2.0,1000.0,0.0,0.0,0.0,0.0,0
