Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Guillermo Ochoa,mx MEX,G,38.0,21.0,21.0,1.89,21.0,44.0,210.0,115.0,72.0,678.0,0.0,6.0,15.0,1.0,48.0,7.0,7.0,0.0,0.0,0.0
Benoît Costil,fr FRA,G,36.0,13.0,13.0,1.17,13.0,29.0,223.0,66.0,38.0,606.0,2.0,3.0,8.0,1.0,77.0,3.0,3.0,0.0,0.0,0.0
Vincenzo Fiorillo,it ITA,G,33.0,4.0,4.0,360.0,4.0,8.0,200.0,26.0,18.0,692.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
