Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Juan Musso,ar ARG,G,28.0,24.0,24.0,2.077,23.1,27.0,117.0,89.0,64.0,719.0,13.0,4.0,7.0,7.0,292.0,2.0,2.0,0.0,0.0,0.0
Marco Sportiello,it ITA,G,30.0,15.0,14.0,1.339,14.9,21.0,141.0,64.0,43.0,688.0,6.0,3.0,5.0,2.0,143.0,1.0,1.0,0.0,0.0,0.0
Francesco Rossi,it ITA,G,31.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
