Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Salvatore Sirigu,it ITA,G,34.0,37.0,37.0,3.33,37.0,59.0,159.0,180.0,122.0,694.0,4.0,16.0,17.0,10.0,270.0,5.0,4.0,1.0,0.0,200.0
Adrian Šemper,hr CRO,G,23.0,1.0,1.0,90.0,1.0,1.0,100.0,4.0,3.0,750.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
