Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Vid Belec,si SVN,G,30.0,34.0,34.0,3.06,34.0,34.0,100.0,147.0,113.0,782.0,17.0,10.0,7.0,14.0,412.0,2.0,2.0,0.0,0.0,0.0
Marius Adamonis,lt LTU,G,23.0,3.0,3.0,270.0,3.0,0.0,0.0,10.0,10.0,1000.0,1.0,2.0,0.0,3.0,1000.0,0.0,0.0,0.0,0.0,0
