Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Alessio Cragno,it ITA,G,27.0,35.0,35.0,3.15,35.0,63.0,180.0,168.0,104.0,661.0,6.0,10.0,19.0,2.0,57.0,8.0,6.0,2.0,0.0,250.0
Boris Radunović,rs SRB,G,25.0,3.0,3.0,270.0,3.0,5.0,167.0,17.0,11.0,765.0,0.0,2.0,1.0,1.0,333.0,2.0,1.0,1.0,0.0,500.0
