Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 33_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Penaltis,Penaltis,Penaltis,Penaltis,Penaltis,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Desafios,Desafios,Desafios,Desafios,Bloqueios,Bloqueios,Bloqueios,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas,Partidas,Jogador,Nação,Pos.,Idade,90s,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros,Partidas
Andrea Consigli,it ITA,G,34.0,37,37,3.322,36.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,Andrea Consigli,it ITA,G,34.0,37.0,37.0,3.322,36.9,63.0,171.0,171.0,108.0,678.0,13.0,11.0,13.0,3.0,81.0,9.0,8.0,1.0,0.0,111.0,Partidas,Andrea Consigli,it ITA,G,34.0,36.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,Partidas
Gian Marco Ferrari,it ITA,ZG,29.0,36,35,3.124,34.7,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,1.8,1.8,0.5,23.0,21.0,133.0,7.0,3.0,0.0,3.0,3.0,3.0,5.0,1.0,7.0,5.0,7.0,Partidas,Gianluca Pegolo,it ITA,G,40.0,1.0,1.0,90.0,1.0,3.0,300.0,5.0,2.0,400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Partidas,Gian Marco Ferrari,it ITA,ZG,29.0,34.7,16.0,11.0,10.0,6.0,0.0,10.0,23.0,435.0,13.0,37.0,27.0,10.0,43.0,59.0,114.0,2.0,Partidas
Davide Frattesi,it ITA,LT,21.0,36,35,2.854,31.7,4.0,3.0,7.0,4.0,0.0,0.0,6.0,0.0,5.9,5.9,3.6,96.0,79.0,113.0,104.0,13.0,9.0,22.0,13.0,22.0,19.0,11.0,30.0,19.0,30.0,Partidas,Giacomo Satalino,it ITA,G,22.0,1.0,0.0,8.0,0.1,0.0,0.0,1.0,1.0,1000.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Partidas,Davide Frattesi,it ITA,LT,21.0,31.7,46.0,16.0,26.0,18.0,2.0,26.0,52.0,500.0,26.0,44.0,12.0,32.0,29.0,75.0,62.0,1.0,Partidas
Maxime Lopez,fr FRA,LT,23.0,35,33,2.938,32.6,2.0,1.0,3.0,2.0,0.0,0.0,14.0,0.0,1.5,1.5,2.4,39.0,77.0,236.0,41.0,6.0,3.0,9.0,6.0,9.0,5.0,7.0,12.0,5.0,12.0,Partidas,Total do time,,,26.1,38.0,38.0,3.42,38.0,66.0,174.0,177.0,111.0,672.0,13.0,11.0,14.0,3.0,79.0,9.0,8.0,1.0,0.0,111.0,,Maxime Lopez,fr FRA,LT,23.0,32.6,69.0,36.0,40.0,27.0,2.0,35.0,87.0,402.0,52.0,33.0,7.0,26.0,42.0,111.0,38.0,1.0,Partidas
Domenico Berardi,it ITA,AT,26.0,33,33,2.819,31.3,15.0,14.0,29.0,9.0,6.0,6.0,9.0,0.0,11.3,6.5,8.7,153.0,77.0,183.0,265.0,48.0,45.0,93.0,29.0,73.0,36.0,28.0,64.0,21.0,49.0,Partidas,Total de adversários,,,26.8,38.0,38.0,3.42,38.0,64.0,168.0,211.0,151.0,730.0,14.0,11.0,13.0,6.0,158.0,7.0,7.0,0.0,0.0,0.0,,Domenico Berardi,it ITA,AT,26.0,31.3,32.0,19.0,9.0,16.0,7.0,15.0,57.0,263.0,42.0,39.0,2.0,37.0,31.0,63.0,23.0,0.0,Partidas
Giacomo Raspadori,it ITA,"LT,AT",21.0,36,32,2.74,30.4,10.0,4.0,14.0,10.0,0.0,0.0,9.0,1.0,7.2,7.2,3.7,109.0,49.0,86.0,178.0,33.0,13.0,46.0,33.0,46.0,24.0,12.0,36.0,24.0,36.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Giacomo Raspadori,it ITA,"LT,AT",21.0,30.4,29.0,18.0,5.0,15.0,9.0,11.0,38.0,289.0,27.0,29.0,3.0,26.0,9.0,38.0,11.0,0.0,Partidas
Vlad Chiricheș,ro ROU,ZG,31.0,29,27,2.3,25.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.0,5.0,4.0,52.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Vlad Chiricheș,ro ROU,ZG,31.0,25.6,28.0,15.0,19.0,9.0,0.0,10.0,21.0,476.0,11.0,34.0,21.0,13.0,41.0,69.0,71.0,4.0,Partidas
Gianluca Scamacca,it ITA,AT,22.0,36,25,2.146,23.8,16.0,0.0,16.0,15.0,1.0,1.0,7.0,0.0,11.0,10.2,1.9,122.0,21.0,36.0,149.0,67.0,0.0,67.0,63.0,63.0,46.0,8.0,54.0,43.0,51.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Gianluca Scamacca,it ITA,AT,22.0,23.8,19.0,14.0,2.0,5.0,12.0,5.0,21.0,238.0,16.0,16.0,1.0,15.0,5.0,24.0,22.0,1.0,Partidas
Mert Müldür,tr TUR,ZG,22.0,31,24,2.046,22.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,1.1,16.0,67.0,104.0,90.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,2.0,7.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Mert Müldür,tr TUR,ZG,22.0,22.7,52.0,35.0,43.0,7.0,2.0,27.0,49.0,551.0,22.0,25.0,6.0,19.0,24.0,76.0,44.0,1.0,Partidas
