Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 33_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Penaltis,Penaltis,Penaltis,Penaltis,Penaltis,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Desafios,Desafios,Desafios,Desafios,Bloqueios,Bloqueios,Bloqueios,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas,Partidas,Jogador,Nação,Pos.,Idade,90s,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros,Partidas
Marco Silvestri,it ITA,G,30.0,35,35,3.15,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,Marco Silvestri,it ITA,G,30.0,35.0,35.0,3.15,35.0,50.0,143.0,141.0,92.0,681.0,10.0,14.0,11.0,7.0,200.0,7.0,5.0,0.0,2.0,0.0,Partidas,Marco Silvestri,it ITA,G,30.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0,Partidas
Rodrigo Becão,br BRA,ZG,25.0,35,35,3.13,34.8,2.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,1.0,1.0,0.6,16.0,23.0,74.0,34.0,6.0,3.0,9.0,6.0,9.0,3.0,2.0,5.0,3.0,5.0,Partidas,Daniele Padelli,it ITA,G,35.0,3.0,3.0,270.0,3.0,8.0,267.0,21.0,13.0,619.0,1.0,0.0,2.0,1.0,333.0,0.0,0.0,0.0,0.0,,Partidas,Rodrigo Becão,br BRA,ZG,25.0,34.8,81.0,46.0,49.0,30.0,2.0,34.0,60.0,567.0,26.0,45.0,20.0,25.0,42.0,123.0,89.0,3.0,Partidas
Walace,br BRA,LT,26.0,36,33,2.97,33.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,1.5,1.5,1.8,33.0,42.0,167.0,20.0,3.0,0.0,3.0,3.0,3.0,4.0,5.0,10.0,4.0,10.0,Partidas,Total do time,,,26.2,38.0,38.0,3.42,38.0,58.0,153.0,162.0,105.0,673.0,11.0,14.0,13.0,8.0,211.0,7.0,5.0,0.0,2.0,0.0,,Walace,br BRA,LT,26.0,33.0,83.0,49.0,37.0,38.0,8.0,50.0,113.0,442.0,63.0,51.0,5.0,46.0,54.0,137.0,32.0,1.0,Partidas
Nahuel Molina,ar ARG,ZG,23.0,35,31,2.638,29.3,7.0,2.0,9.0,7.0,0.0,0.0,7.0,1.0,3.8,3.8,3.7,75.0,61.0,100.0,164.0,24.0,7.0,31.0,24.0,31.0,13.0,13.0,26.0,13.0,26.0,Partidas,Total de adversários,,,26.8,38.0,38.0,3.42,38.0,61.0,161.0,185.0,126.0,686.0,13.0,14.0,11.0,9.0,237.0,4.0,3.0,1.0,0.0,250.0,,Nahuel Molina,ar ARG,ZG,23.0,29.3,41.0,24.0,17.0,21.0,3.0,16.0,48.0,333.0,32.0,24.0,3.0,21.0,22.0,63.0,44.0,2.0,Partidas
Gerard Deulofeu,es ESP,"AT,LT",27.0,34,31,2.616,29.1,13.0,5.0,18.0,12.0,1.0,1.0,9.0,0.0,6.9,6.1,7.2,133.0,154.0,154.0,259.0,45.0,17.0,62.0,41.0,58.0,24.0,25.0,49.0,21.0,46.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Gerard Deulofeu,es ESP,"AT,LT",27.0,29.1,11.0,6.0,2.0,3.0,6.0,7.0,29.0,241.0,22.0,14.0,0.0,14.0,9.0,20.0,4.0,0.0,Partidas
Destiny Udogie,it ITA,ZG,18.0,35,29,2.477,27.5,5.0,3.0,8.0,5.0,0.0,0.0,4.0,0.0,4.4,4.4,2.3,67.0,56.0,89.0,113.0,18.0,11.0,29.0,18.0,29.0,16.0,8.0,24.0,16.0,24.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Destiny Udogie,it ITA,ZG,18.0,27.5,64.0,40.0,30.0,27.0,7.0,33.0,60.0,550.0,27.0,39.0,6.0,33.0,27.0,91.0,42.0,0.0,Partidas
Jean-Victor Makengo,fr FRA,LT,23.0,33,26,2.351,26.1,1.0,3.0,4.0,1.0,0.0,0.0,7.0,1.0,3.0,3.0,2.2,52.0,55.0,95.0,61.0,4.0,11.0,15.0,4.0,15.0,11.0,8.0,20.0,11.0,20.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Jean-Victor Makengo,fr FRA,LT,23.0,26.1,30.0,21.0,7.0,17.0,6.0,15.0,29.0,517.0,14.0,26.0,6.0,20.0,19.0,49.0,17.0,0.0,Partidas
Beto,gw GNB,AT,23.0,28,24,2.173,24.1,11.0,0.0,11.0,11.0,0.0,0.0,1.0,0.0,12.7,12.7,1.8,145.0,31.0,26.0,119.0,46.0,0.0,46.0,46.0,46.0,53.0,7.0,60.0,53.0,60.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Beto,gw GNB,AT,23.0,24.1,21.0,6.0,2.0,14.0,5.0,9.0,19.0,474.0,10.0,16.0,1.0,15.0,5.0,26.0,25.0,1.0,Partidas
Bram Nuytinck,nl NED,ZG,31.0,27,23,2.033,22.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.3,15.0,4.0,23.0,6.0,4.0,0.0,4.0,4.0,4.0,5.0,1.0,7.0,5.0,7.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Bram Nuytinck,nl NED,ZG,31.0,22.6,38.0,24.0,24.0,13.0,1.0,15.0,34.0,441.0,19.0,42.0,31.0,11.0,22.0,60.0,101.0,0.0,Partidas
