Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 33_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Penaltis,Penaltis,Penaltis,Penaltis,Penaltis,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Desafios,Desafios,Desafios,Desafios,Bloqueios,Bloqueios,Bloqueios,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas,Partidas,Jogador,Nação,Pos.,Idade,90s,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros,Partidas
Pietro Ceccaroni,it ITA,ZG,25.0,35,35,3.122,34.7,2.0,1.0,3.0,2.0,0.0,0.0,7.0,1.0,2.3,2.3,0.8,31.0,37.0,87.0,12.0,6.0,3.0,9.0,6.0,9.0,7.0,2.0,9.0,7.0,9.0,Partidas,Niki Mäenpää,fi FIN,G,36.0,17.0,16.0,1.485,16.5,27.0,164.0,84.0,57.0,738.0,1.0,4.0,11.0,1.0,63.0,6.0,5.0,0.0,1.0,0.0,Partidas,Pietro Ceccaroni,it ITA,ZG,25.0,34.7,55.0,31.0,33.0,18.0,4.0,25.0,36.0,694.0,11.0,45.0,32.0,13.0,30.0,85.0,143.0,0.0,Partidas
Mattia Caldara,it ITA,ZG,27.0,31,30,2.704,30.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,1.8,1.8,0.1,19.0,15.0,63.0,5.0,3.0,0.0,3.0,3.0,3.0,6.0,0.0,6.0,6.0,6.0,Partidas,Sergio Romero,ar ARG,G,34.0,16.0,16.0,1.44,16.0,33.0,206.0,105.0,74.0,743.0,3.0,4.0,9.0,3.0,188.0,6.0,6.0,0.0,0.0,0.0,Partidas,Mattia Caldara,it ITA,ZG,27.0,30.0,48.0,28.0,30.0,15.0,3.0,20.0,34.0,588.0,14.0,49.0,37.0,12.0,62.0,110.0,147.0,1.0,Partidas
Ethan Ampadu,wls WAL,"LT,ZG",20.0,29,26,2.282,25.4,0.0,3.0,3.0,0.0,0.0,0.0,13.0,2.0,0.3,0.3,1.6,19.0,26.0,112.0,23.0,0.0,12.0,12.0,0.0,12.0,1.0,6.0,8.0,1.0,8.0,Partidas,Luca Lezzerini,it ITA,G,26.0,6.0,6.0,495.0,5.5,9.0,164.0,39.0,30.0,769.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,Partidas,Ethan Ampadu,wls WAL,"LT,ZG",20.0,25.4,67.0,43.0,37.0,27.0,3.0,24.0,58.0,414.0,34.0,49.0,19.0,30.0,51.0,118.0,76.0,0.0,Partidas
Mattia Aramu,it ITA,"LT,AT",26.0,32,25,2.1,23.3,7.0,5.0,12.0,4.0,3.0,4.0,6.0,0.0,6.8,3.6,4.5,81.0,39.0,79.0,117.0,30.0,21.0,51.0,17.0,39.0,29.0,19.0,48.0,16.0,35.0,Partidas,Total do time,,,26.1,38.0,38.0,3.42,38.0,69.0,182.0,228.0,161.0,746.0,6.0,9.0,23.0,4.0,105.0,12.0,11.0,0.0,1.0,0.0,,Mattia Aramu,it ITA,"LT,AT",26.0,23.3,20.0,15.0,5.0,9.0,6.0,8.0,33.0,242.0,25.0,20.0,2.0,18.0,8.0,28.0,19.0,0.0,Partidas
Ridgeciano Haps,sr SUR,ZG,28.0,25,24,2.056,22.8,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.5,0.5,0.6,10.0,30.0,59.0,69.0,4.0,4.0,9.0,4.0,9.0,2.0,3.0,4.0,2.0,4.0,Partidas,Total de adversários,,,26.8,38.0,38.0,3.42,38.0,34.0,89.0,118.0,82.0,737.0,23.0,9.0,6.0,13.0,342.0,5.0,3.0,2.0,0.0,400.0,,Ridgeciano Haps,sr SUR,ZG,28.0,22.8,36.0,20.0,26.0,4.0,6.0,11.0,21.0,524.0,10.0,34.0,12.0,22.0,29.0,65.0,57.0,1.0,Partidas
David Okereke,ng NGA,"AT,LT",23.0,32,24,2.053,22.8,7.0,0.0,7.0,7.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,60.0,60.0,43.0,137.0,31.0,0.0,31.0,31.0,31.0,22.0,5.0,26.0,22.0,26.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,David Okereke,ng NGA,"AT,LT",23.0,22.8,16.0,10.0,4.0,9.0,3.0,3.0,20.0,150.0,17.0,19.0,3.0,16.0,10.0,26.0,20.0,0.0,Partidas
Thomas Henry,fr FRA,AT,26.0,33,23,2.115,23.5,9.0,2.0,11.0,9.0,0.0,0.0,6.0,1.0,6.8,6.8,3.8,106.0,20.0,31.0,99.0,38.0,9.0,47.0,38.0,47.0,29.0,16.0,45.0,29.0,45.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Henry,fr FRA,AT,26.0,23.5,9.0,4.0,2.0,3.0,4.0,5.0,13.0,385.0,8.0,11.0,5.0,6.0,2.0,11.0,25.0,0.0,Partidas
Gianluca Busio,us USA,LT,19.0,29,23,1.95,21.7,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.9,0.9,1.4,24.0,26.0,79.0,44.0,5.0,5.0,9.0,5.0,9.0,4.0,7.0,11.0,4.0,11.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Gianluca Busio,us USA,LT,19.0,21.7,53.0,28.0,27.0,20.0,6.0,28.0,63.0,444.0,35.0,45.0,13.0,32.0,21.0,74.0,30.0,1.0,Partidas
Domen Črnigoj,si SVN,LT,25.0,34,22,1.881,20.9,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,2.2,2.2,0.8,30.0,34.0,69.0,66.0,14.0,5.0,19.0,14.0,19.0,11.0,4.0,15.0,11.0,15.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Domen Črnigoj,si SVN,LT,25.0,20.9,21.0,13.0,7.0,11.0,3.0,11.0,29.0,379.0,18.0,27.0,8.0,19.0,24.0,45.0,42.0,0.0,Partidas
Dennis Johnsen,no NOR,"AT,LT",23.0,26,17,1.445,16.1,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.3,2.3,2.8,51.0,36.0,31.0,140.0,6.0,12.0,19.0,6.0,19.0,14.0,17.0,31.0,14.0,31.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Dennis Johnsen,no NOR,"AT,LT",23.0,16.1,14.0,10.0,8.0,4.0,2.0,6.0,18.0,333.0,12.0,14.0,1.0,13.0,5.0,19.0,3.0,0.0,Partidas
Niki Mäenpää,fi FIN,G,36.0,17,16,1.485,16.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,3.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,2.0,2.0,0.0,2.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Niki Mäenpää,fi FIN,G,36.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,Partidas
