Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 33_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Penaltis,Penaltis,Penaltis,Penaltis,Penaltis,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Desafios,Desafios,Desafios,Desafios,Bloqueios,Bloqueios,Bloqueios,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas,Partidas,Jogador,Nação,Pos.,Idade,90s,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros,Partidas
Lassana Coulibaly,ml MLI,LT,26.0,35,34,2.892,32.1,3.0,3.0,6.0,3.0,0.0,0.0,12.0,0.0,0.8,0.8,1.8,26.0,52.0,120.0,59.0,9.0,9.0,19.0,9.0,19.0,3.0,6.0,8.0,3.0,8.0,Partidas,Guillermo Ochoa,mx MEX,G,37.0,20.0,20.0,1.8,20.0,33.0,165.0,105.0,71.0,714.0,4.0,10.0,6.0,4.0,200.0,4.0,3.0,1.0,0.0,250.0,Partidas,Lassana Coulibaly,ml MLI,LT,26.0,32.1,84.0,50.0,42.0,35.0,7.0,30.0,73.0,411.0,43.0,35.0,7.0,28.0,25.0,109.0,33.0,2.0,Partidas
Antonio Candreva,it ITA,"LT,ZG",35.0,35,32,2.726,30.3,7.0,4.0,11.0,7.0,0.0,0.0,3.0,1.0,3.7,3.7,4.7,83.0,71.0,135.0,171.0,23.0,13.0,36.0,23.0,36.0,12.0,15.0,27.0,12.0,27.0,Partidas,Luigi Sepe,it ITA,G,31.0,17.0,17.0,1.53,17.0,27.0,159.0,87.0,57.0,736.0,4.0,5.0,8.0,3.0,176.0,7.0,4.0,3.0,0.0,429.0,Partidas,Antonio Candreva,it ITA,"LT,ZG",35.0,30.3,17.0,7.0,13.0,2.0,2.0,11.0,38.0,289.0,27.0,7.0,3.0,4.0,17.0,34.0,32.0,0.0,Partidas
Boulaye Dia,sn SEN,"AT,LT",25.0,33,27,2.518,28.0,16.0,6.0,22.0,15.0,1.0,1.0,4.0,0.0,8.8,8.0,3.1,111.0,48.0,50.0,140.0,57.0,21.0,79.0,54.0,75.0,31.0,11.0,43.0,29.0,40.0,Partidas,Vincenzo Fiorillo,it ITA,G,32.0,1.0,1.0,90.0,1.0,2.0,200.0,4.0,2.0,500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Partidas,Boulaye Dia,sn SEN,"AT,LT",25.0,28.0,12.0,5.0,3.0,6.0,3.0,2.0,7.0,286.0,5.0,10.0,0.0,10.0,7.0,19.0,27.0,1.0,Partidas
Tonny Vilhena,nl NED,LT,27.0,33,27,2.265,25.2,4.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0,2.4,2.4,1.7,41.0,30.0,80.0,59.0,16.0,4.0,20.0,16.0,20.0,10.0,7.0,16.0,10.0,16.0,Partidas,Total do time,,,27.2,38.0,38.0,3.42,38.0,62.0,163.0,196.0,130.0,719.0,9.0,15.0,14.0,7.0,184.0,11.0,7.0,4.0,0.0,364.0,,Tonny Vilhena,nl NED,LT,27.0,25.2,44.0,22.0,16.0,23.0,5.0,20.0,50.0,400.0,30.0,17.0,7.0,10.0,18.0,62.0,21.0,0.0,Partidas
Domagoj Bradarić,hr CRO,ZG,22.0,31,24,2.25,25.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,2.3,25.0,63.0,52.0,107.0,0.0,12.0,12.0,0.0,12.0,1.0,9.0,10.0,1.0,10.0,Partidas,Total de adversários,,,26.6,38.0,38.0,3.42,38.0,48.0,126.0,117.0,71.0,607.0,14.0,15.0,9.0,11.0,289.0,2.0,2.0,0.0,0.0,0.0,,Domagoj Bradarić,hr CRO,ZG,22.0,25.0,26.0,19.0,14.0,8.0,4.0,7.0,16.0,438.0,9.0,20.0,5.0,15.0,21.0,47.0,44.0,0.0,Partidas
Flavius Daniliuc,at AUT,ZG,21.0,27,23,2.195,24.4,0.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,0.6,0.6,0.5,12.0,14.0,70.0,5.0,0.0,8.0,8.0,0.0,8.0,3.0,2.0,5.0,3.0,5.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Flavius Daniliuc,at AUT,ZG,21.0,24.4,57.0,29.0,37.0,17.0,3.0,26.0,47.0,553.0,21.0,30.0,13.0,17.0,29.0,86.0,76.0,0.0,Partidas
Krzysztof Piątek,pl POL,AT,27.0,33,23,2.14,23.8,4.0,5.0,9.0,3.0,1.0,1.0,5.0,0.0,8.3,7.6,2.1,97.0,27.0,33.0,121.0,17.0,21.0,38.0,13.0,34.0,35.0,9.0,44.0,32.0,41.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Krzysztof Piątek,pl POL,AT,27.0,23.8,18.0,11.0,3.0,9.0,6.0,5.0,21.0,238.0,16.0,17.0,4.0,13.0,2.0,20.0,39.0,0.0,Partidas
Pasquale Mazzocchi,it ITA,ZG,27.0,27,23,1.958,21.8,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,1.3,1.3,2.6,39.0,70.0,60.0,102.0,9.0,14.0,23.0,9.0,23.0,6.0,12.0,18.0,6.0,18.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Pasquale Mazzocchi,it ITA,ZG,27.0,21.8,32.0,18.0,21.0,5.0,6.0,17.0,37.0,459.0,20.0,10.0,2.0,8.0,10.0,42.0,37.0,2.0,Partidas
Lorenzo Pirola,it ITA,ZG,20.0,26,23,1.941,21.6,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.5,1.5,0.4,19.0,13.0,43.0,4.0,9.0,0.0,9.0,9.0,9.0,7.0,2.0,9.0,7.0,9.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Lorenzo Pirola,it ITA,ZG,20.0,21.6,33.0,29.0,18.0,14.0,1.0,19.0,27.0,704.0,8.0,50.0,35.0,15.0,30.0,63.0,85.0,1.0,Partidas
