Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 33_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Penaltis,Penaltis,Penaltis,Penaltis,Penaltis,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Desafios,Desafios,Desafios,Desafios,Bloqueios,Bloqueios,Bloqueios,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas,Partidas,Jogador,Nação,Pos.,Idade,90s,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros,Partidas
Fabio Lucioni,it ITA,ZG,33.0,37,37,3.315,36.8,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,2.5,2.5,1.2,37.0,18.0,147.0,6.0,3.0,3.0,5.0,3.0,5.0,7.0,3.0,10.0,7.0,10.0,Partidas,Gabriel,br BRA,G,28.0,31.0,31.0,2.761,30.7,24.0,78.0,69.0,46.0,681.0,16.0,10.0,5.0,13.0,419.0,2.0,2.0,0.0,0.0,0.0,Partidas,Fabio Lucioni,it ITA,ZG,33.0,36.8,45.0,28.0,21.0,22.0,2.0,10.0,22.0,455.0,12.0,27.0,14.0,13.0,47.0,92.0,116.0,1.0,Partidas
Morten Hjulmand,dk DEN,LT,22.0,37,36,3.206,35.6,0.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,1.4,1.4,2.4,38.0,24.0,164.0,21.0,0.0,8.0,8.0,0.0,8.0,4.0,7.0,11.0,4.0,11.0,Partidas,Marco Bleve,it ITA,G,25.0,5.0,4.0,389.0,4.3,4.0,93.0,11.0,7.0,636.0,3.0,1.0,0.0,1.0,250.0,0.0,0.0,0.0,0.0,,Partidas,Morten Hjulmand,dk DEN,LT,22.0,35.6,88.0,53.0,37.0,39.0,12.0,35.0,51.0,686.0,16.0,66.0,21.0,45.0,54.0,142.0,70.0,1.0,Partidas
Massimo Coda,it ITA,AT,32.0,36,33,2.917,32.4,20.0,8.0,28.0,14.0,6.0,8.0,3.0,0.0,22.8,16.5,6.0,226.0,33.0,91.0,218.0,62.0,25.0,86.0,43.0,68.0,70.0,19.0,89.0,51.0,70.0,Partidas,Alessandro Plizzari,it ITA,G,21.0,3.0,3.0,270.0,3.0,3.0,100.0,10.0,6.0,700.0,0.0,3.0,0.0,1.0,333.0,1.0,0.0,1.0,0.0,1000.0,Partidas,Massimo Coda,it ITA,AT,32.0,32.4,15.0,6.0,1.0,10.0,4.0,3.0,23.0,130.0,20.0,17.0,4.0,13.0,5.0,20.0,16.0,0.0,Partidas
Gabriel Strefezza,br BRA,"AT,LT",24.0,35,33,2.726,30.3,14.0,6.0,20.0,14.0,0.0,0.0,8.0,0.0,7.1,7.0,9.2,162.0,100.0,155.0,241.0,46.0,20.0,66.0,46.0,66.0,24.0,30.0,54.0,23.0,54.0,Partidas,Total do time,,,26.4,38.0,38.0,3.42,38.0,31.0,82.0,90.0,59.0,678.0,19.0,14.0,5.0,15.0,395.0,3.0,2.0,1.0,0.0,333.0,,Gabriel Strefezza,br BRA,"AT,LT",24.0,30.3,67.0,43.0,28.0,27.0,12.0,26.0,55.0,473.0,29.0,50.0,3.0,47.0,26.0,93.0,12.0,0.0,Partidas
Gabriel,br BRA,G,28.0,31,31,2.761,30.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,Partidas,Total de adversários,,,26.4,38.0,38.0,3.42,38.0,59.0,155.0,190.0,131.0,721.0,5.0,14.0,19.0,7.0,184.0,8.0,6.0,1.0,1.0,143.0,,Gabriel,br BRA,G,28.0,30.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,22.0,3.0,Partidas
Mario Gargiulo,it ITA,LT,25.0,32,27,2.293,25.5,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,4.3,4.3,2.4,66.0,26.0,85.0,105.0,12.0,8.0,20.0,12.0,20.0,17.0,9.0,26.0,17.0,26.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Mario Gargiulo,it ITA,LT,25.0,25.5,27.0,17.0,8.0,10.0,9.0,9.0,20.0,450.0,11.0,20.0,4.0,16.0,12.0,39.0,23.0,0.0,Partidas
Francesco Di Mariano,it ITA,"AT,LT",25.0,29,24,2.041,22.7,5.0,3.0,8.0,5.0,0.0,0.0,5.0,0.0,6.3,6.3,3.6,99.0,71.0,58.0,203.0,22.0,13.0,35.0,22.0,35.0,28.0,16.0,44.0,28.0,44.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Francesco Di Mariano,it ITA,"AT,LT",25.0,22.7,26.0,17.0,13.0,11.0,2.0,9.0,20.0,450.0,11.0,23.0,2.0,21.0,18.0,44.0,5.0,0.0,Partidas
Valentin Gendrey,fr FRA,ZG,21.0,29,24,2.014,22.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.9,21.0,62.0,93.0,90.0,0.0,4.0,4.0,0.0,4.0,1.0,9.0,10.0,1.0,10.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Valentin Gendrey,fr FRA,ZG,21.0,22.4,46.0,31.0,30.0,11.0,5.0,12.0,25.0,480.0,13.0,26.0,3.0,23.0,27.0,73.0,41.0,0.0,Partidas
Žan Majer,si SVN,LT,29.0,24,21,1.561,17.3,3.0,4.0,7.0,3.0,0.0,0.0,5.0,0.0,3.2,3.2,2.8,60.0,15.0,89.0,43.0,17.0,23.0,40.0,17.0,40.0,19.0,16.0,35.0,19.0,35.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Žan Majer,si SVN,LT,29.0,17.3,33.0,18.0,9.0,21.0,3.0,7.0,14.0,500.0,7.0,27.0,2.0,25.0,9.0,42.0,10.0,0.0,Partidas
