Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 33_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Penaltis,Penaltis,Penaltis,Penaltis,Penaltis,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Desafios,Desafios,Desafios,Desafios,Bloqueios,Bloqueios,Bloqueios,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas,Partidas,Jogador,Nação,Pos.,Idade,90s,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros,Partidas
Tommaso Augello,it ITA,ZG,27.0,37,35,3.061,34.0,2.0,5.0,7.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,3.9,48.0,84.0,119.0,153.0,6.0,15.0,21.0,6.0,21.0,3.0,11.0,14.0,3.0,14.0,Partidas,Emil Audero,it ITA,G,25.0,25.0,25.0,2.25,25.0,39.0,156.0,121.0,82.0,719.0,2.0,6.0,17.0,4.0,160.0,7.0,5.0,2.0,0.0,286.0,Partidas,Tommaso Augello,it ITA,ZG,27.0,34.0,17.0,14.0,13.0,2.0,2.0,9.0,20.0,450.0,11.0,23.0,7.0,16.0,17.0,34.0,61.0,1.0,Partidas
Tomás Rincón,ve VEN,LT,34.0,34,30,2.555,28.4,0.0,2.0,2.0,0.0,0.0,0.0,7.0,1.0,0.6,0.6,1.2,18.0,27.0,122.0,35.0,0.0,7.0,7.0,0.0,7.0,2.0,4.0,6.0,2.0,6.0,Partidas,Nicola Ravaglia,it ITA,G,33.0,9.0,9.0,810.0,9.0,23.0,256.0,64.0,41.0,672.0,0.0,3.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,Partidas,Tomás Rincón,ve VEN,LT,34.0,28.4,56.0,27.0,22.0,26.0,8.0,29.0,61.0,475.0,32.0,37.0,7.0,30.0,30.0,86.0,18.0,0.0,Partidas
Mehdi Léris,dz ALG,"LT,ZG",24.0,32,29,2.46,27.3,1.0,1.0,2.0,1.0,0.0,0.0,13.0,0.0,3.4,3.4,1.8,52.0,56.0,62.0,165.0,4.0,4.0,7.0,4.0,7.0,13.0,7.0,19.0,13.0,19.0,Partidas,Martin Turk,si SVN,G,18.0,4.0,4.0,360.0,4.0,9.0,225.0,30.0,21.0,733.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,Partidas,Mehdi Léris,dz ALG,"LT,ZG",24.0,27.3,63.0,46.0,30.0,24.0,9.0,23.0,55.0,418.0,32.0,38.0,6.0,32.0,27.0,90.0,34.0,0.0,Partidas
Manolo Gabbiadini,it ITA,"AT,LT",30.0,35,27,2.354,26.2,7.0,2.0,9.0,7.0,0.0,0.0,6.0,0.0,7.4,7.4,4.5,119.0,32.0,55.0,111.0,27.0,8.0,34.0,27.0,34.0,28.0,17.0,45.0,28.0,45.0,Partidas,Total do time,,,27.9,38.0,38.0,3.42,38.0,71.0,187.0,215.0,144.0,707.0,3.0,10.0,25.0,4.0,105.0,11.0,8.0,2.0,1.0,200.0,,Manolo Gabbiadini,it ITA,"AT,LT",30.0,26.2,23.0,15.0,8.0,9.0,6.0,9.0,23.0,391.0,14.0,16.0,2.0,14.0,6.0,29.0,25.0,0.0,Partidas
Filip Đuričić,rs SRB,"LT,AT",30.0,32,27,2.171,24.1,3.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,2.7,2.7,1.9,46.0,39.0,77.0,83.0,12.0,0.0,12.0,12.0,12.0,11.0,8.0,19.0,11.0,19.0,Partidas,Total de adversários,,,26.7,38.0,38.0,3.42,38.0,24.0,63.0,116.0,92.0,802.0,25.0,10.0,3.0,21.0,553.0,2.0,1.0,1.0,0.0,500.0,,Filip Đuričić,rs SRB,"LT,AT",30.0,24.1,43.0,22.0,18.0,20.0,5.0,14.0,32.0,438.0,18.0,19.0,6.0,13.0,7.0,50.0,8.0,0.0,Partidas
Emil Audero,it ITA,G,25.0,25,25,2.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Emil Audero,it ITA,G,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,Partidas
Bruno Amione,ar ARG,ZG,20.0,26,25,2.086,23.2,1.0,1.0,2.0,1.0,0.0,0.0,10.0,1.0,0.9,0.9,0.6,15.0,11.0,54.0,9.0,4.0,4.0,9.0,4.0,9.0,4.0,3.0,6.0,4.0,6.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Bruno Amione,ar ARG,ZG,20.0,23.2,50.0,33.0,36.0,14.0,0.0,19.0,43.0,442.0,24.0,26.0,11.0,15.0,25.0,75.0,62.0,1.0,Partidas
Harry Winks,eng ENG,LT,26.0,20,19,1.716,19.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.3,18.0,19.0,117.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,10.0,3.0,10.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Harry Winks,eng ENG,LT,26.0,19.1,27.0,12.0,7.0,18.0,2.0,14.0,43.0,326.0,29.0,14.0,8.0,6.0,24.0,51.0,24.0,0.0,Partidas
Bram Nuytinck,nl NED,ZG,32.0,19,19,1.498,16.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.3,5.0,4.0,23.0,3.0,0.0,6.0,6.0,0.0,6.0,2.0,2.0,3.0,2.0,3.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Bram Nuytinck,nl NED,ZG,32.0,16.6,54.0,38.0,33.0,21.0,0.0,23.0,34.0,676.0,11.0,36.0,21.0,15.0,23.0,77.0,84.0,0.0,Partidas
