Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 33_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Penaltis,Penaltis,Penaltis,Penaltis,Penaltis,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Desafios,Desafios,Desafios,Desafios,Bloqueios,Bloqueios,Bloqueios,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas,Partidas,Jogador,Nação,Pos.,Idade,90s,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros,Partidas
Elias Cobbaut,be BEL,ZG,23.0,35,35,3.149,35.0,2.0,3.0,5.0,2.0,0.0,0.0,5.0,0.0,1.3,1.3,1.5,28.0,40.0,110.0,24.0,6.0,9.0,14.0,6.0,14.0,4.0,4.0,8.0,4.0,8.0,Partidas,Gianluigi Buffon,it ITA,G,43.0,26.0,25.0,2.272,25.2,27.0,107.0,117.0,89.0,803.0,7.0,12.0,6.0,8.0,320.0,7.0,4.0,2.0,1.0,333.0,Partidas,Elias Cobbaut,be BEL,ZG,23.0,35.0,43.0,24.0,32.0,9.0,2.0,19.0,32.0,594.0,13.0,41.0,16.0,25.0,38.0,81.0,133.0,1.0,Partidas
Franco Vázquez,ar ARG,LT,32.0,34,34,2.95,32.8,14.0,4.0,18.0,14.0,0.0,0.0,9.0,2.0,7.0,7.0,7.5,145.0,125.0,240.0,201.0,43.0,12.0,55.0,43.0,55.0,21.0,23.0,44.0,21.0,44.0,Partidas,Martin Turk,si SVN,G,17.0,10.0,10.0,900.0,10.0,9.0,90.0,38.0,29.0,842.0,4.0,4.0,2.0,4.0,400.0,3.0,3.0,0.0,0.0,0.0,Partidas,Franco Vázquez,ar ARG,LT,32.0,32.8,77.0,45.0,29.0,31.0,17.0,31.0,89.0,348.0,58.0,44.0,10.0,34.0,27.0,104.0,24.0,0.0,Partidas
Enrico Del Prato,it ITA,ZG,21.0,34,33,2.855,31.7,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,1.6,1.6,1.0,25.0,23.0,110.0,68.0,3.0,6.0,9.0,3.0,9.0,5.0,3.0,8.0,5.0,8.0,Partidas,Simone Colombi,it ITA,G,30.0,3.0,3.0,248.0,2.8,7.0,254.0,13.0,6.0,462.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,Partidas,Enrico Del Prato,it ITA,ZG,21.0,31.7,45.0,27.0,21.0,21.0,3.0,22.0,34.0,647.0,12.0,46.0,21.0,25.0,42.0,87.0,87.0,3.0,Partidas
Danilo Larangeira,br BRA,ZG,37.0,29,29,2.571,28.6,1.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,0.8,0.8,0.1,9.0,5.0,48.0,4.0,4.0,0.0,4.0,4.0,4.0,3.0,0.0,3.0,3.0,3.0,Partidas,Total do time,,,26.9,38.0,38.0,3.42,38.0,43.0,113.0,168.0,124.0,786.0,11.0,16.0,11.0,12.0,316.0,10.0,7.0,2.0,1.0,222.0,,Danilo Larangeira,br BRA,ZG,37.0,28.6,27.0,17.0,16.0,9.0,2.0,16.0,24.0,667.0,8.0,38.0,25.0,13.0,21.0,48.0,123.0,0.0,Partidas
Stanko Jurić,hr CRO,LT,24.0,36,29,2.522,28.0,3.0,1.0,4.0,3.0,0.0,0.0,8.0,0.0,2.6,2.6,1.1,36.0,26.0,79.0,70.0,11.0,4.0,14.0,11.0,14.0,9.0,4.0,13.0,9.0,13.0,Partidas,Total de adversários,,,26.7,38.0,38.0,3.42,38.0,48.0,126.0,137.0,89.0,650.0,11.0,16.0,11.0,10.0,263.0,1.0,0.0,0.0,1.0,,,Stanko Jurić,hr CRO,LT,24.0,28.0,49.0,30.0,21.0,24.0,4.0,25.0,61.0,410.0,36.0,50.0,11.0,39.0,30.0,79.0,29.0,0.0,Partidas
Gianluigi Buffon,it ITA,G,43.0,26,25,2.272,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Gianluigi Buffon,it ITA,G,43.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,7.0,2.0,Partidas
Dennis Man,ro ROU,"ZG,AT",22.0,26,21,1.789,19.9,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,3.1,3.1,3.0,61.0,109.0,109.0,128.0,15.0,5.0,20.0,15.0,20.0,16.0,15.0,31.0,16.0,31.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Dennis Man,ro ROU,"ZG,AT",22.0,19.9,28.0,13.0,19.0,5.0,4.0,13.0,29.0,448.0,16.0,17.0,7.0,10.0,10.0,38.0,27.0,0.0,Partidas
Adrian Benedyczak,pl POL,AT,20.0,31,19,1.6,17.8,6.0,1.0,7.0,6.0,0.0,0.0,3.0,0.0,5.4,5.4,1.1,65.0,31.0,24.0,94.0,34.0,6.0,39.0,34.0,39.0,30.0,6.0,36.0,30.0,36.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Benedyczak,pl POL,AT,20.0,17.8,2.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,7.0,4.0,3.0,1.0,3.0,7.0,0.0,Partidas
Gennaro Tutino,it ITA,AT,24.0,27,19,1.425,15.8,5.0,1.0,6.0,5.0,0.0,0.0,4.0,0.0,3.1,3.1,0.9,40.0,28.0,35.0,134.0,32.0,6.0,38.0,32.0,38.0,20.0,6.0,25.0,20.0,25.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Gennaro Tutino,it ITA,AT,24.0,15.8,5.0,3.0,1.0,4.0,0.0,0.0,5.0,0.0,5.0,2.0,0.0,2.0,3.0,8.0,5.0,0.0,Partidas
