Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 33_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Penaltis,Penaltis,Penaltis,Penaltis,Penaltis,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Desafios,Desafios,Desafios,Desafios,Bloqueios,Bloqueios,Bloqueios,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas,Partidas,Jogador,Nação,Pos.,Idade,90s,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros,Partidas
Marco Silvestri,it ITA,G,29.0,34,34,3.06,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,Marco Silvestri,it ITA,G,29.0,34.0,34.0,3.06,34.0,42.0,124.0,131.0,91.0,725.0,11.0,9.0,14.0,7.0,206.0,7.0,6.0,0.0,1.0,0.0,Partidas,Marco Silvestri,it ITA,G,29.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,Partidas
Davide Faraoni,it ITA,ZG,28.0,34,33,2.891,32.1,4.0,7.0,11.0,4.0,0.0,0.0,8.0,0.0,3.1,3.1,3.4,65.0,26.0,132.0,100.0,12.0,22.0,34.0,12.0,34.0,10.0,11.0,21.0,10.0,21.0,Partidas,Ivor Pandur,hr CRO,G,20.0,4.0,4.0,332.0,3.7,6.0,163.0,13.0,7.0,538.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Partidas,Davide Faraoni,it ITA,ZG,28.0,32.1,62.0,33.0,36.0,19.0,7.0,28.0,51.0,549.0,23.0,48.0,17.0,31.0,49.0,111.0,83.0,1.0,Partidas
Mattia Zaccagni,it ITA,LT,25.0,36,33,2.609,29.0,5.0,5.0,10.0,4.0,1.0,1.0,6.0,0.0,3.2,2.4,5.7,82.0,118.0,112.0,299.0,17.0,17.0,34.0,14.0,31.0,11.0,20.0,31.0,9.0,29.0,Partidas,Alessandro Berardi,it ITA,G,29.0,1.0,0.0,28.0,0.3,0.0,0.0,1.0,1.0,1000.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Partidas,Mattia Zaccagni,it ITA,LT,25.0,29.0,27.0,13.0,8.0,11.0,8.0,8.0,25.0,320.0,17.0,28.0,4.0,24.0,27.0,54.0,13.0,1.0,Partidas
Antonín Barák,cz CZE,LT,25.0,34,32,2.765,30.7,7.0,3.0,10.0,7.0,0.0,0.0,5.0,1.0,6.8,6.8,2.2,91.0,64.0,147.0,101.0,23.0,10.0,33.0,23.0,33.0,22.0,7.0,30.0,22.0,30.0,Partidas,Total do time,,,26.2,38.0,38.0,3.42,38.0,48.0,126.0,145.0,99.0,710.0,11.0,12.0,15.0,7.0,184.0,7.0,6.0,0.0,1.0,0.0,,Antonín Barák,cz CZE,LT,25.0,30.7,30.0,19.0,8.0,16.0,6.0,14.0,47.0,298.0,33.0,26.0,7.0,19.0,12.0,42.0,38.0,1.0,Partidas
Federico Dimarco,it ITA,ZG,22.0,35,29,2.613,29.0,5.0,3.0,8.0,5.0,0.0,0.0,6.0,0.0,2.8,2.8,7.8,106.0,61.0,172.0,138.0,17.0,10.0,28.0,17.0,28.0,10.0,28.0,38.0,10.0,38.0,Partidas,Total de adversários,,,27.0,38.0,38.0,3.42,38.0,43.0,113.0,121.0,83.0,669.0,15.0,12.0,11.0,9.0,237.0,3.0,3.0,0.0,0.0,0.0,,Federico Dimarco,it ITA,ZG,22.0,29.0,32.0,19.0,23.0,7.0,2.0,13.0,28.0,464.0,15.0,18.0,9.0,9.0,47.0,79.0,50.0,1.0,Partidas
Adrien Tameze,cm CMR,LT,26.0,33,28,2.304,25.6,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.2,1.2,0.6,17.0,33.0,101.0,58.0,4.0,0.0,4.0,4.0,4.0,5.0,2.0,7.0,5.0,7.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Adrien Tameze,cm CMR,LT,26.0,25.6,39.0,25.0,23.0,15.0,1.0,11.0,27.0,407.0,16.0,31.0,8.0,23.0,32.0,71.0,46.0,2.0,Partidas
Darko Lazović,rs SRB,"ZG,LT",29.0,32,27,2.503,27.8,3.0,6.0,9.0,3.0,0.0,0.0,3.0,0.0,3.4,3.4,4.8,82.0,68.0,156.0,198.0,11.0,22.0,32.0,11.0,32.0,12.0,17.0,29.0,12.0,29.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Darko Lazović,rs SRB,"ZG,LT",29.0,27.8,29.0,17.0,8.0,17.0,4.0,20.0,42.0,476.0,22.0,17.0,7.0,10.0,20.0,49.0,29.0,0.0,Partidas
Federico Ceccherini,it ITA,ZG,28.0,25,23,1.738,19.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.3,1.3,0.6,19.0,17.0,69.0,27.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,10.0,7.0,10.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Federico Ceccherini,it ITA,ZG,28.0,19.3,16.0,12.0,10.0,6.0,0.0,2.0,7.0,286.0,5.0,15.0,8.0,7.0,40.0,56.0,60.0,0.0,Partidas
Paweł Dawidowicz,pl POL,ZG,25.0,30,22,1.86,20.7,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.9,1.9,1.0,29.0,12.0,48.0,23.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,14.0,9.0,14.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Paweł Dawidowicz,pl POL,ZG,25.0,20.7,42.0,28.0,30.0,10.0,2.0,14.0,24.0,583.0,10.0,28.0,19.0,9.0,27.0,69.0,62.0,1.0,Partidas
