Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 33_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Penaltis,Penaltis,Penaltis,Penaltis,Penaltis,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Desafios,Desafios,Desafios,Desafios,Bloqueios,Bloqueios,Bloqueios,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas,Partidas,Jogador,Nação,Pos.,Idade,90s,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros,Partidas
Salvatore Sirigu,it ITA,G,34.0,37,37,3.33,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,Salvatore Sirigu,it ITA,G,34.0,37.0,37.0,3.33,37.0,59.0,159.0,180.0,122.0,694.0,4.0,16.0,17.0,10.0,270.0,5.0,4.0,1.0,0.0,200.0,Partidas,Salvatore Sirigu,it ITA,G,34.0,37.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,500.0,1.0,0.0,0.0,0.0,0.0,1.0,19.0,2.0,Partidas
Milan Badelj,hr CRO,LT,32.0,34,34,2.844,31.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,2.1,31.0,19.0,176.0,24.0,3.0,0.0,3.0,3.0,3.0,3.0,7.0,10.0,3.0,10.0,Partidas,Adrian Šemper,hr CRO,G,23.0,1.0,1.0,90.0,1.0,1.0,100.0,4.0,3.0,750.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Partidas,Milan Badelj,hr CRO,LT,32.0,31.6,64.0,37.0,25.0,30.0,9.0,34.0,80.0,425.0,46.0,39.0,7.0,32.0,85.0,149.0,43.0,0.0,Partidas
Johan Vásquez,mx MEX,ZG,22.0,28,27,2.279,25.3,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.8,0.8,0.1,9.0,12.0,62.0,9.0,4.0,0.0,4.0,4.0,4.0,3.0,0.0,4.0,3.0,4.0,Partidas,Total do time,,,27.0,38.0,38.0,3.42,38.0,60.0,158.0,184.0,125.0,696.0,4.0,16.0,18.0,10.0,263.0,5.0,4.0,1.0,0.0,200.0,,Johan Vásquez,mx MEX,ZG,22.0,25.3,79.0,46.0,44.0,32.0,3.0,48.0,75.0,640.0,27.0,32.0,10.0,22.0,42.0,121.0,85.0,0.0,Partidas
Stefano Sturaro,it ITA,LT,28.0,25,24,1.766,19.6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.5,0.5,0.8,13.0,10.0,62.0,53.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,3.0,7.0,Partidas,Total de adversários,,,26.7,38.0,38.0,3.42,38.0,27.0,71.0,113.0,86.0,814.0,18.0,16.0,4.0,20.0,526.0,7.0,6.0,1.0,0.0,143.0,,Stefano Sturaro,it ITA,LT,28.0,19.6,43.0,26.0,16.0,16.0,11.0,22.0,48.0,458.0,26.0,25.0,1.0,24.0,15.0,58.0,29.0,2.0,Partidas
Andrea Cambiaso,it ITA,ZG,21.0,26,21,1.79,19.9,1.0,4.0,5.0,1.0,0.0,0.0,5.0,1.0,0.7,0.7,1.4,21.0,71.0,53.0,92.0,5.0,20.0,25.0,5.0,25.0,3.0,7.0,11.0,3.0,11.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Andrea Cambiaso,it ITA,ZG,21.0,19.9,46.0,20.0,28.0,14.0,4.0,18.0,32.0,563.0,14.0,33.0,8.0,25.0,23.0,69.0,37.0,1.0,Partidas
Mattia Destro,it ITA,AT,30.0,27,21,1.744,19.4,9.0,1.0,10.0,9.0,0.0,0.0,4.0,0.0,7.7,7.7,1.1,87.0,13.0,26.0,75.0,46.0,5.0,52.0,46.0,52.0,40.0,5.0,45.0,40.0,45.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Mattia Destro,it ITA,AT,30.0,19.4,9.0,4.0,1.0,4.0,4.0,1.0,6.0,167.0,5.0,14.0,1.0,13.0,2.0,11.0,16.0,0.0,Partidas
Caleb Ekuban,gh GHA,"AT,LT",27.0,30,18,1.716,19.1,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,3.5,3.5,2.4,59.0,31.0,31.0,133.0,5.0,10.0,16.0,5.0,16.0,18.0,13.0,31.0,18.0,31.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Caleb Ekuban,gh GHA,"AT,LT",27.0,19.1,19.0,12.0,2.0,12.0,5.0,7.0,23.0,304.0,16.0,19.0,5.0,14.0,9.0,28.0,6.0,0.0,Partidas
Domenico Criscito,it ITA,ZG,34.0,20,18,1.618,18.0,6.0,1.0,7.0,0.0,6.0,7.0,4.0,0.0,5.8,0.3,1.1,14.0,33.0,70.0,32.0,33.0,6.0,39.0,0.0,6.0,32.0,6.0,38.0,2.0,8.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Domenico Criscito,it ITA,ZG,34.0,18.0,37.0,21.0,19.0,14.0,4.0,16.0,25.0,640.0,9.0,22.0,12.0,10.0,39.0,76.0,57.0,0.0,Partidas
Manolo Portanova,it ITA,"AT,LT",21.0,24,17,1.322,14.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.9,2.9,0.6,35.0,30.0,28.0,57.0,7.0,0.0,7.0,7.0,7.0,20.0,4.0,24.0,20.0,24.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Manolo Portanova,it ITA,"AT,LT",21.0,14.7,46.0,28.0,9.0,26.0,11.0,14.0,34.0,412.0,20.0,26.0,2.0,24.0,17.0,63.0,22.0,0.0,Partidas
Nicolò Rovella,it ITA,LT,19.0,21,16,1.468,16.3,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,2.3,30.0,31.0,84.0,34.0,0.0,18.0,18.0,0.0,18.0,4.0,14.0,18.0,4.0,18.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Nicolò Rovella,it ITA,LT,19.0,16.3,37.0,26.0,16.0,14.0,7.0,15.0,40.0,375.0,25.0,21.0,1.0,20.0,20.0,57.0,20.0,0.0,Partidas
Silvan Hefti,ch SUI,ZG,23.0,16,14,1.288,14.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.7,9.0,30.0,39.0,43.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,1.0,6.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Silvan Hefti,ch SUI,ZG,23.0,14.3,50.0,30.0,23.0,22.0,5.0,32.0,58.0,552.0,26.0,20.0,4.0,16.0,20.0,70.0,34.0,1.0,Partidas
Mattia Bani,it ITA,ZG,27.0,17,13,1.211,13.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,0.1,11.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,8.0,8.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Mattia Bani,it ITA,ZG,27.0,13.5,23.0,13.0,17.0,6.0,0.0,14.0,18.0,778.0,4.0,19.0,11.0,8.0,20.0,43.0,76.0,0.0,Partidas
Leo Skiri Østigård,no NOR,ZG,21.0,15,13,1.172,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.3,0.3,0.2,5.0,10.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,4.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Leo Skiri Østigård,no NOR,ZG,21.0,13.0,16.0,9.0,8.0,7.0,1.0,9.0,11.0,818.0,2.0,17.0,10.0,7.0,8.0,24.0,55.0,1.0,Partidas
Nikola Maksimović,rs SRB,ZG,29.0,14,13,1.115,12.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,3.0,3.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Nikola Maksimović,rs SRB,ZG,29.0,12.4,14.0,6.0,10.0,4.0,0.0,7.0,9.0,778.0,2.0,17.0,11.0,6.0,12.0,26.0,61.0,1.0,Partidas
Pablo Galdames Millán,cl CHI,LT,24.0,19,11,1.028,11.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,1.0,15.0,4.0,45.0,22.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,13.0,4.0,13.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Pablo Galdames Millán,cl CHI,LT,24.0,11.4,28.0,12.0,6.0,16.0,6.0,12.0,35.0,343.0,23.0,16.0,2.0,14.0,8.0,36.0,9.0,1.0,Partidas
Zinho Vanheusden,be BEL,ZG,22.0,14,11,989.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,3.0,11.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Zinho Vanheusden,be BEL,ZG,22.0,11.0,18.0,6.0,12.0,5.0,1.0,8.0,14.0,571.0,6.0,19.0,14.0,5.0,23.0,41.0,42.0,0.0,Partidas
Davide Biraschi,it ITA,ZG,27.0,14,11,930.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.2,3.0,15.0,42.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Davide Biraschi,it ITA,ZG,27.0,10.3,31.0,16.0,19.0,9.0,3.0,17.0,24.0,708.0,7.0,16.0,9.0,7.0,16.0,47.0,26.0,0.0,Partidas
Filippo Melegoni,it ITA,"LT,AT",22.0,25,10,980.0,10.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,1.1,17.0,28.0,27.0,60.0,9.0,0.0,9.0,9.0,9.0,6.0,10.0,16.0,6.0,16.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Filippo Melegoni,it ITA,"LT,AT",22.0,10.9,20.0,12.0,5.0,8.0,7.0,8.0,16.0,500.0,8.0,10.0,1.0,9.0,11.0,31.0,8.0,1.0,Partidas
