Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 33_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Penaltis,Penaltis,Penaltis,Penaltis,Penaltis,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Desafios,Desafios,Desafios,Desafios,Bloqueios,Bloqueios,Bloqueios,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas,Partidas,Jogador,Nação,Pos.,Idade,90s,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros,Partidas
Norbert Gyömbér,sk SVK,ZG,28.0,35,35,3.146,35.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.8,0.8,0.2,10.0,5.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,Partidas,Vid Belec,si SVN,G,30.0,34.0,34.0,3.06,34.0,34.0,100.0,147.0,113.0,782.0,17.0,10.0,7.0,14.0,412.0,2.0,2.0,0.0,0.0,0.0,Partidas,Norbert Gyömbér,sk SVK,ZG,28.0,35.0,49.0,34.0,38.0,7.0,4.0,26.0,41.0,634.0,15.0,50.0,36.0,14.0,52.0,101.0,235.0,2.0,Partidas
Vid Belec,si SVN,G,30.0,34,34,3.06,34.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,Partidas,Marius Adamonis,lt LTU,G,23.0,3.0,3.0,270.0,3.0,0.0,0.0,10.0,10.0,1000.0,1.0,2.0,0.0,3.0,1000.0,0.0,0.0,0.0,0.0,,Partidas,Vid Belec,si SVN,G,30.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,13.0,3.0,Partidas
Tiago Casasola,ar ARG,ZG,24.0,35,34,3.056,34.0,3.0,4.0,7.0,3.0,0.0,0.0,8.0,0.0,2.5,2.5,3.5,60.0,104.0,208.0,121.0,9.0,12.0,21.0,9.0,21.0,7.0,10.0,18.0,7.0,18.0,Partidas,Total do time,,,27.1,38.0,38.0,3.33,37.0,34.0,92.0,157.0,123.0,796.0,18.0,12.0,7.0,17.0,447.0,2.0,2.0,0.0,0.0,0.0,,Tiago Casasola,ar ARG,ZG,24.0,34.0,71.0,41.0,46.0,22.0,3.0,41.0,74.0,554.0,33.0,38.0,8.0,30.0,62.0,133.0,88.0,0.0,Partidas
Francesco Di Tacchio,it ITA,LT,30.0,34,34,2.87,31.9,0.0,1.0,1.0,0.0,0.0,1.0,11.0,1.0,2.2,1.4,0.8,22.0,9.0,140.0,17.0,0.0,3.0,3.0,0.0,3.0,7.0,2.0,9.0,5.0,7.0,Partidas,Total de adversários,,,26.5,38.0,38.0,3.33,37.0,43.0,116.0,130.0,86.0,708.0,7.0,12.0,18.0,11.0,289.0,8.0,5.0,1.0,2.0,167.0,,Francesco Di Tacchio,it ITA,LT,30.0,31.9,66.0,47.0,41.0,24.0,1.0,30.0,57.0,526.0,27.0,43.0,18.0,25.0,75.0,141.0,52.0,0.0,Partidas
Gennaro Tutino,it ITA,AT,23.0,36,31,2.671,29.7,13.0,3.0,16.0,11.0,2.0,3.0,4.0,0.0,11.1,8.8,3.3,121.0,76.0,44.0,242.0,44.0,10.0,54.0,37.0,47.0,38.0,11.0,49.0,30.0,41.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Gennaro Tutino,it ITA,AT,23.0,29.7,7.0,5.0,2.0,3.0,2.0,3.0,16.0,188.0,13.0,17.0,0.0,17.0,6.0,13.0,5.0,0.0,Partidas
Milan Đurić,ba BIH,AT,30.0,35,25,2.369,26.3,5.0,2.0,7.0,3.0,2.0,3.0,5.0,0.0,6.4,4.0,3.8,78.0,8.0,55.0,135.0,19.0,8.0,27.0,11.0,19.0,24.0,15.0,39.0,15.0,30.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Milan Đurić,ba BIH,AT,30.0,26.3,13.0,7.0,1.0,6.0,6.0,3.0,6.0,500.0,3.0,12.0,2.0,10.0,4.0,17.0,36.0,0.0,Partidas
Ramzi Aya,it ITA,ZG,29.0,23,20,1.828,20.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.8,0.8,0.1,10.0,3.0,39.0,1.0,5.0,0.0,5.0,5.0,5.0,4.0,1.0,5.0,4.0,5.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Ramzi Aya,it ITA,ZG,29.0,20.3,9.0,5.0,8.0,1.0,0.0,4.0,8.0,500.0,4.0,17.0,15.0,2.0,23.0,32.0,90.0,0.0,Partidas
Leonardo Capezzi,it ITA,LT,25.0,32,20,1.731,19.2,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.5,1.5,2.5,41.0,27.0,62.0,57.0,5.0,10.0,16.0,5.0,16.0,8.0,13.0,21.0,8.0,21.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Leonardo Capezzi,it ITA,LT,25.0,19.2,53.0,35.0,24.0,24.0,5.0,15.0,37.0,405.0,22.0,35.0,3.0,32.0,14.0,67.0,27.0,1.0,Partidas
Tomasz Kupisz,pl POL,"LT,ZG",30.0,31,19,1.944,21.6,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,1.4,1.4,2.4,38.0,23.0,69.0,112.0,14.0,9.0,23.0,14.0,23.0,6.0,11.0,17.0,6.0,17.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Tomasz Kupisz,pl POL,"LT,ZG",30.0,21.6,33.0,23.0,16.0,12.0,5.0,16.0,38.0,421.0,22.0,25.0,6.0,19.0,22.0,55.0,27.0,0.0,Partidas
