Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 33_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Penaltis,Penaltis,Penaltis,Penaltis,Penaltis,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Desafios,Desafios,Desafios,Desafios,Bloqueios,Bloqueios,Bloqueios,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas,Partidas,Jogador,Nação,Pos.,Idade,90s,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros,Partidas
Wojciech Szczęsny,pl POL,G,31.0,33,33,2.97,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,Wojciech Szczęsny,pl POL,G,31.0,33.0,33.0,2.97,33.0,29.0,88.0,105.0,73.0,752.0,18.0,9.0,6.0,12.0,364.0,6.0,3.0,3.0,0.0,500.0,Partidas,Wojciech Szczęsny,pl POL,G,31.0,33.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,500.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,Partidas
Matthijs de Ligt,nl NED,ZG,21.0,31,29,2.674,29.7,3.0,1.0,4.0,3.0,0.0,0.0,4.0,1.0,1.6,1.6,1.0,26.0,18.0,68.0,6.0,10.0,3.0,13.0,10.0,13.0,5.0,3.0,9.0,5.0,9.0,Partidas,Mattia Perin,it ITA,G,28.0,5.0,5.0,405.0,4.5,7.0,156.0,16.0,10.0,563.0,2.0,1.0,2.0,1.0,200.0,0.0,0.0,0.0,0.0,,Partidas,Matthijs de Ligt,nl NED,ZG,21.0,29.7,34.0,19.0,21.0,13.0,0.0,15.0,18.0,833.0,3.0,31.0,21.0,10.0,26.0,60.0,103.0,0.0,Partidas
Juan Cuadrado,co COL,"ZG,LT",33.0,33,28,2.487,27.6,4.0,3.0,7.0,4.0,0.0,0.0,9.0,0.0,1.7,1.7,5.1,67.0,93.0,169.0,175.0,14.0,11.0,25.0,14.0,25.0,6.0,18.0,24.0,6.0,24.0,Partidas,Carlo Pinsoglio,it ITA,G,31.0,1.0,0.0,45.0,0.5,1.0,200.0,2.0,1.0,1000.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,Partidas,Juan Cuadrado,co COL,"ZG,LT",33.0,27.6,48.0,23.0,30.0,13.0,5.0,30.0,55.0,545.0,25.0,23.0,5.0,18.0,29.0,77.0,34.0,0.0,Partidas
Adrien Rabiot,fr FRA,LT,26.0,32,28,2.285,25.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,2.1,2.1,1.8,39.0,65.0,99.0,82.0,0.0,8.0,8.0,0.0,8.0,8.0,7.0,15.0,8.0,15.0,Partidas,Total do time,,,27.4,38.0,38.0,3.42,38.0,37.0,97.0,123.0,84.0,732.0,20.0,10.0,8.0,13.0,342.0,7.0,4.0,3.0,0.0,429.0,,Adrien Rabiot,fr FRA,LT,26.0,25.4,64.0,43.0,32.0,24.0,8.0,15.0,34.0,441.0,19.0,34.0,8.0,26.0,20.0,84.0,41.0,1.0,Partidas
Álvaro Morata,es ESP,AT,28.0,35,26,2.302,25.6,9.0,4.0,13.0,8.0,1.0,1.0,5.0,0.0,8.8,8.1,6.6,146.0,65.0,54.0,154.0,35.0,16.0,51.0,31.0,47.0,35.0,26.0,60.0,32.0,57.0,Partidas,Total de adversários,,,26.8,38.0,38.0,3.42,38.0,57.0,150.0,171.0,115.0,696.0,8.0,10.0,20.0,5.0,132.0,6.0,5.0,0.0,1.0,0.0,,Álvaro Morata,es ESP,AT,28.0,25.6,18.0,9.0,4.0,9.0,5.0,8.0,31.0,258.0,23.0,26.0,1.0,25.0,5.0,23.0,24.0,0.0,Partidas
Paulo Dybala,ar ARG,"AT,LT",27.0,29,26,2.061,22.9,10.0,5.0,15.0,9.0,1.0,2.0,3.0,0.0,7.6,6.0,4.5,105.0,50.0,103.0,155.0,44.0,22.0,66.0,39.0,61.0,33.0,20.0,53.0,26.0,46.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Paulo Dybala,ar ARG,"AT,LT",27.0,22.9,30.0,13.0,7.0,14.0,9.0,8.0,35.0,229.0,27.0,19.0,0.0,19.0,9.0,39.0,4.0,3.0,Partidas
Manuel Locatelli,it ITA,LT,23.0,31,23,2.16,24.0,3.0,3.0,6.0,3.0,0.0,0.0,6.0,0.0,2.2,2.2,1.3,35.0,15.0,147.0,32.0,12.0,12.0,25.0,12.0,25.0,9.0,6.0,15.0,9.0,15.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Manuel Locatelli,it ITA,LT,23.0,24.0,44.0,25.0,21.0,16.0,7.0,21.0,47.0,447.0,26.0,43.0,21.0,22.0,22.0,66.0,33.0,0.0,Partidas
Leonardo Bonucci,it ITA,ZG,34.0,24,22,2.005,22.3,5.0,0.0,5.0,2.0,3.0,3.0,1.0,0.0,4.7,2.3,0.7,31.0,2.0,66.0,0.0,22.0,0.0,22.0,9.0,9.0,21.0,3.0,24.0,11.0,14.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Leonardo Bonucci,it ITA,ZG,34.0,22.3,14.0,5.0,4.0,10.0,0.0,8.0,13.0,615.0,5.0,22.0,17.0,5.0,26.0,40.0,82.0,0.0,Partidas
Danilo,br BRA,"ZG,LT",30.0,22,22,1.893,21.0,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,0.6,0.6,1.1,17.0,25.0,115.0,30.0,5.0,10.0,14.0,5.0,14.0,3.0,5.0,8.0,3.0,8.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Danilo,br BRA,"ZG,LT",30.0,21.0,37.0,26.0,20.0,13.0,4.0,18.0,28.0,643.0,10.0,21.0,12.0,9.0,32.0,69.0,53.0,1.0,Partidas
Alex Sandro,br BRA,ZG,30.0,28,17,1.78,19.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,1.3,22.0,68.0,80.0,86.0,0.0,5.0,5.0,0.0,5.0,4.0,7.0,11.0,4.0,11.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Alex Sandro,br BRA,ZG,30.0,19.8,27.0,16.0,15.0,9.0,3.0,11.0,25.0,440.0,14.0,17.0,6.0,11.0,27.0,54.0,40.0,0.0,Partidas
