Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 33_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Penaltis,Penaltis,Penaltis,Penaltis,Penaltis,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Desafios,Desafios,Desafios,Desafios,Bloqueios,Bloqueios,Bloqueios,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas,Partidas,Jogador,Nação,Pos.,Idade,90s,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros,Partidas
Michele Di Gregorio,it ITA,G,25.0,37,37,3.33,37.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Partidas,Michele Di Gregorio,it ITA,G,25.0,37.0,37.0,3.33,37.0,49.0,132.0,167.0,119.0,725.0,14.0,10.0,13.0,10.0,270.0,3.0,3.0,0.0,0.0,0.0,Partidas,Michele Di Gregorio,it ITA,G,25.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,4.0,4.0,18.0,3.0,Partidas
Carlos Augusto,br BRA,ZG,23.0,35,35,3.083,34.3,6.0,5.0,11.0,6.0,0.0,0.0,4.0,0.0,4.4,4.4,3.7,81.0,87.0,101.0,151.0,18.0,15.0,32.0,18.0,32.0,13.0,11.0,24.0,13.0,24.0,Partidas,Alessio Cragno,it ITA,G,28.0,1.0,1.0,90.0,1.0,3.0,300.0,5.0,2.0,400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Partidas,Carlos Augusto,br BRA,ZG,23.0,34.3,73.0,38.0,42.0,23.0,8.0,33.0,54.0,611.0,21.0,24.0,6.0,18.0,24.0,97.0,85.0,1.0,Partidas
Matteo Pessina,it ITA,LT,25.0,35,34,2.932,32.6,5.0,3.0,8.0,2.0,3.0,3.0,6.0,0.0,5.1,2.8,2.1,49.0,77.0,193.0,88.0,15.0,9.0,25.0,6.0,15.0,16.0,6.0,22.0,8.0,15.0,Partidas,Total do time,,,26.6,38.0,38.0,3.42,38.0,52.0,137.0,172.0,121.0,715.0,14.0,10.0,14.0,10.0,263.0,3.0,3.0,0.0,0.0,0.0,,Matteo Pessina,it ITA,LT,25.0,32.6,57.0,36.0,28.0,21.0,8.0,26.0,62.0,419.0,36.0,50.0,15.0,35.0,37.0,94.0,33.0,1.0,Partidas
Gianluca Caprari,it ITA,"LT,AT",29.0,37,32,2.441,27.1,5.0,2.0,7.0,4.0,1.0,1.0,7.0,0.0,5.0,4.2,2.5,67.0,100.0,92.0,188.0,18.0,7.0,26.0,15.0,22.0,18.0,9.0,28.0,15.0,25.0,Partidas,Total de adversários,,,26.4,38.0,38.0,3.42,38.0,48.0,126.0,145.0,98.0,703.0,14.0,10.0,14.0,9.0,237.0,6.0,5.0,1.0,0.0,167.0,,Gianluca Caprari,it ITA,"LT,AT",29.0,27.1,16.0,6.0,3.0,11.0,2.0,8.0,26.0,308.0,18.0,22.0,1.0,21.0,8.0,24.0,3.0,0.0,Partidas
Patrick Ciurria,it ITA,"ZG,LT",27.0,36,31,2.753,30.6,6.0,5.0,11.0,6.0,0.0,0.0,4.0,0.0,4.8,4.8,5.5,102.0,67.0,91.0,168.0,20.0,16.0,36.0,20.0,36.0,16.0,18.0,34.0,16.0,34.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Ciurria,it ITA,"ZG,LT",27.0,30.6,31.0,18.0,20.0,10.0,1.0,17.0,33.0,515.0,16.0,24.0,2.0,22.0,7.0,38.0,32.0,0.0,Partidas
Armando Izzo,it ITA,ZG,30.0,30,29,2.466,27.4,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,2.1,2.1,0.9,31.0,22.0,96.0,29.0,4.0,0.0,4.0,4.0,4.0,8.0,3.0,11.0,8.0,11.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Armando Izzo,it ITA,ZG,30.0,27.4,73.0,50.0,44.0,27.0,2.0,29.0,45.0,644.0,16.0,29.0,17.0,12.0,50.0,123.0,87.0,1.0,Partidas
Pablo Marí,es ESP,ZG,28.0,30,28,2.487,27.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,0.3,10.0,6.0,57.0,3.0,4.0,0.0,4.0,4.0,4.0,2.0,1.0,4.0,2.0,4.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Pablo Marí,es ESP,ZG,28.0,27.6,37.0,19.0,29.0,7.0,1.0,17.0,26.0,654.0,9.0,22.0,14.0,8.0,31.0,68.0,111.0,3.0,Partidas
Luca Caldirola,it ITA,ZG,31.0,31,27,2.353,26.1,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.1,1.1,0.5,16.0,12.0,63.0,13.0,8.0,0.0,8.0,8.0,8.0,4.0,2.0,6.0,4.0,6.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Luca Caldirola,it ITA,ZG,31.0,26.1,26.0,14.0,19.0,4.0,3.0,13.0,26.0,500.0,13.0,32.0,18.0,14.0,25.0,51.0,66.0,1.0,Partidas
Dany Mota,pt POR,"AT,LT",24.0,29,21,1.912,21.2,5.0,1.0,6.0,5.0,0.0,0.0,2.0,0.0,5.1,5.1,2.1,73.0,66.0,34.0,166.0,24.0,5.0,28.0,24.0,28.0,24.0,10.0,34.0,24.0,34.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Dany Mota,pt POR,"AT,LT",24.0,21.2,8.0,7.0,1.0,3.0,4.0,2.0,10.0,200.0,8.0,5.0,1.0,4.0,6.0,14.0,25.0,0.0,Partidas
Nicolò Rovella,it ITA,LT,20.0,25,21,1.74,19.3,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,1.2,1.2,2.2,34.0,26.0,99.0,19.0,5.0,10.0,16.0,5.0,16.0,6.0,11.0,18.0,6.0,18.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Nicolò Rovella,it ITA,LT,20.0,19.3,45.0,29.0,22.0,21.0,2.0,13.0,36.0,361.0,23.0,20.0,1.0,19.0,40.0,85.0,17.0,0.0,Partidas
Stefano Sensi,it ITA,LT,26.0,28,21,1.618,18.0,3.0,1.0,4.0,3.0,0.0,0.0,8.0,0.0,1.4,1.4,2.1,35.0,27.0,143.0,37.0,17.0,6.0,22.0,17.0,22.0,8.0,12.0,19.0,8.0,19.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Stefano Sensi,it ITA,LT,26.0,18.0,41.0,26.0,25.0,13.0,3.0,18.0,48.0,375.0,30.0,13.0,3.0,10.0,20.0,61.0,4.0,0.0,Partidas
Andrea Petagna,it ITA,AT,27.0,31,19,1.663,18.5,4.0,5.0,9.0,3.0,1.0,1.0,2.0,0.0,5.7,4.9,4.4,93.0,23.0,34.0,132.0,22.0,27.0,49.0,16.0,43.0,31.0,24.0,54.0,26.0,50.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Andrea Petagna,it ITA,AT,27.0,18.5,7.0,5.0,2.0,3.0,2.0,3.0,6.0,500.0,3.0,16.0,4.0,12.0,3.0,10.0,18.0,0.0,Partidas
Marlon,br BRA,ZG,26.0,28,18,1.592,17.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.3,0.2,0.3,6.0,19.0,63.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,3.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Marlon,br BRA,ZG,26.0,17.7,35.0,21.0,20.0,14.0,1.0,15.0,29.0,517.0,14.0,13.0,4.0,9.0,18.0,53.0,50.0,0.0,Partidas
Samuele Birindelli,it ITA,ZG,23.0,31,14,1.4,15.6,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,1.1,1.1,2.2,33.0,55.0,43.0,121.0,0.0,6.0,6.0,0.0,6.0,7.0,14.0,21.0,7.0,21.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Samuele Birindelli,it ITA,ZG,23.0,15.6,35.0,19.0,21.0,10.0,4.0,18.0,29.0,621.0,11.0,28.0,8.0,20.0,16.0,51.0,30.0,0.0,Partidas
Pepín,gq EQG,LT,25.0,25,11,1.123,12.5,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,1.5,20.0,19.0,74.0,28.0,0.0,16.0,16.0,0.0,16.0,4.0,12.0,16.0,4.0,16.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Pepín,gq EQG,LT,25.0,12.5,28.0,19.0,10.0,11.0,7.0,9.0,27.0,333.0,18.0,14.0,3.0,11.0,13.0,41.0,17.0,0.0,Partidas
Andrea Colpani,it ITA,LT,23.0,27,10,948.0,10.5,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,2.1,2.1,1.9,41.0,31.0,51.0,69.0,38.0,9.0,47.0,38.0,47.0,20.0,18.0,39.0,20.0,39.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Andrea Colpani,it ITA,LT,23.0,10.5,14.0,9.0,6.0,5.0,3.0,8.0,12.0,667.0,4.0,14.0,2.0,12.0,3.0,17.0,6.0,0.0,Partidas
Filippo Ranocchia,it ITA,LT,21.0,14,5,530.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.4,16.0,13.0,26.0,15.0,17.0,0.0,17.0,17.0,17.0,21.0,6.0,27.0,21.0,27.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Filippo Ranocchia,it ITA,LT,21.0,5.9,11.0,6.0,5.0,4.0,2.0,4.0,12.0,333.0,8.0,5.0,1.0,4.0,4.0,15.0,7.0,0.0,Partidas
Mattia Valoti,it ITA,"LT,AT",28.0,16,4,453.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,2.0,7.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,3.0,5.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Mattia Valoti,it ITA,"LT,AT",28.0,5.0,17.0,10.0,7.0,9.0,1.0,5.0,16.0,313.0,11.0,13.0,3.0,10.0,3.0,20.0,6.0,0.0,Partidas
Giulio Donati,it ITA,ZG,32.0,8,4,422.0,4.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0.4,0.4,0.1,5.0,4.0,21.0,8.0,21.0,0.0,21.0,21.0,21.0,8.0,2.0,11.0,8.0,11.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Giulio Donati,it ITA,ZG,32.0,4.7,4.0,1.0,1.0,1.0,2.0,3.0,6.0,500.0,3.0,3.0,1.0,2.0,4.0,8.0,11.0,0.0,Partidas
Christian Gytkjær,dk DEN,"AT,LT",32.0,22,3,559.0,6.2,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.9,3.1,0.3,34.0,1.0,6.0,32.0,16.0,0.0,16.0,16.0,16.0,63.0,5.0,68.0,51.0,55.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Christian Gytkjær,dk DEN,"AT,LT",32.0,6.2,6.0,2.0,1.0,4.0,1.0,2.0,5.0,400.0,3.0,6.0,1.0,5.0,0.0,6.0,2.0,0.0,Partidas
Andrea Barberis,it ITA,LT,28.0,9,3,338.0,3.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,5.0,3.0,14.0,0.0,0.0,27.0,27.0,0.0,27.0,3.0,10.0,12.0,3.0,12.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Andrea Barberis,it ITA,LT,28.0,3.8,7.0,2.0,4.0,3.0,0.0,5.0,11.0,455.0,6.0,0.0,0.0,0.0,8.0,15.0,1.0,0.0,Partidas
Marco D'Alessandro,it ITA,"ZG,AT",31.0,8,3,290.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,5.0,14.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,16.0,10.0,16.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Marco D'Alessandro,it ITA,"ZG,AT",31.0,3.2,4.0,4.0,3.0,1.0,0.0,2.0,5.0,400.0,3.0,2.0,0.0,2.0,1.0,5.0,3.0,0.0,Partidas
Valentin Antov,bg BUL,ZG,21.0,9,2,306.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Valentin Antov,bg BUL,ZG,21.0,3.4,6.0,5.0,3.0,3.0,0.0,1.0,5.0,200.0,4.0,5.0,4.0,1.0,4.0,10.0,14.0,1.0,Partidas
Luca Marrone,it ITA,ZG,32.0,2,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,7.0,7.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Luca Marrone,it ITA,ZG,32.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,Partidas
Salvatore Molina,it ITA,ZG,30.0,5,1,229.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,1.0,9.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,2.0,5.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Salvatore Molina,it ITA,ZG,30.0,2.5,6.0,5.0,2.0,4.0,0.0,4.0,5.0,800.0,1.0,4.0,2.0,2.0,1.0,7.0,2.0,0.0,Partidas
Andrea Carboni,it ITA,ZG,21.0,4,1,167.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,2.0,4.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,10.0,3.0,10.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Andrea Carboni,it ITA,ZG,21.0,1.9,3.0,2.0,2.0,0.0,1.0,2.0,5.0,400.0,3.0,3.0,2.0,1.0,3.0,6.0,2.0,1.0,Partidas
Alessio Cragno,it ITA,G,28.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Alessio Cragno,it ITA,G,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas
Andrea Ranocchia,it ITA,ZG,34.0,1,1,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Andrea Ranocchia,it ITA,ZG,34.0,0.5,3.0,1.0,1.0,2.0,0.0,3.0,4.0,750.0,1.0,5.0,5.0,0.0,0.0,3.0,7.0,0.0,Partidas
Franco Carboni,it ITA,"ZG,AT",19.0,3,0,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,7.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,17.0,11.0,17.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Franco Carboni,it ITA,"ZG,AT",19.0,0.7,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,Partidas
Samuele Vignato,it ITA,"LT,AT",18.0,5,0,62.0,0.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,4.0,4.0,1.0,6.0,0.0,145.0,145.0,0.0,145.0,11.0,49.0,60.0,11.0,60.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Samuele Vignato,it ITA,"LT,AT",18.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Partidas
Warren Bondo,fr FRA,LT,18.0,4,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,1.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Warren Bondo,fr FRA,LT,18.0,0.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Partidas
Leonardo Colombo,it ITA,LT,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Total do time,,,26.6,38.0,595.0,355.0,323.0,214.0,58.0,260.0,551.0,472.0,291.0,380.0,120.0,260.0,334.0,929.0,661.0,13.0,
Gabriele Ferrarini,it ITA,ZG,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Total de adversários,,,26.4,38.0,546.0,323.0,222.0,235.0,89.0,237.0,519.0,457.0,282.0,377.0,105.0,272.0,316.0,862.0,555.0,6.0,
Andrea Ferraris,it ITA,AT,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirko Marić,hr CRO,AT,27.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alessandro Sorrentino,it ITA,G,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total do time,,,26.6,38,418,3.42,38.0,46.0,31.0,77.0,41.0,5.0,6.0,90.0,4.0,45.9,41.2,33.8,750.0,708.0,1362.0,1350.0,121.0,82.0,203.0,108.0,189.0,121.0,89.0,210.0,108.0,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total de adversários,,,26.4,38,418,3.42,38.0,51.0,32.0,83.0,48.0,3.0,3.0,78.0,5.0,51.3,49.0,38.0,870.0,768.0,1449.0,1437.0,134.0,84.0,218.0,126.0,211.0,135.0,100.0,235.0,129.0,229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
