Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 33_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Penaltis,Penaltis,Penaltis,Penaltis,Penaltis,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Desafios,Desafios,Desafios,Desafios,Bloqueios,Bloqueios,Bloqueios,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas,Partidas,Jogador,Nação,Pos.,Idade,90s,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros,Partidas
Filip Stankovic,rs SRB,G,21.0,37,37,3.33,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,Filip Stankovic,rs SRB,G,21.0,37.0,37.0,3.33,37.0,49.0,132.0,149.0,99.0,711.0,16.0,8.0,13.0,8.0,216.0,7.0,6.0,1.0,0.0,143.0,Partidas,Filip Stankovic,rs SRB,G,21.0,37.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,500.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,Partidas
Daniele Ghilardi,it ITA,ZG,20.0,37,35,3.188,35.4,2.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,1.7,1.7,0.7,24.0,18.0,82.0,6.0,6.0,0.0,6.0,6.0,6.0,5.0,2.0,7.0,5.0,7.0,Partidas,Nicola Ravaglia,it ITA,G,34.0,1.0,1.0,90.0,1.0,1.0,100.0,4.0,3.0,750.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Partidas,Daniele Ghilardi,it ITA,ZG,20.0,35.4,53.0,40.0,35.0,18.0,0.0,29.0,44.0,659.0,15.0,31.0,12.0,19.0,36.0,89.0,140.0,0.0,Partidas
Gerard Yepes,es ESP,LT,20.0,34,32,2.765,30.7,0.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,0.5,0.5,1.1,16.0,28.0,157.0,21.0,0.0,10.0,10.0,0.0,10.0,2.0,3.0,5.0,2.0,5.0,Partidas,Total do time,,,24.4,38.0,38.0,3.42,38.0,50.0,132.0,153.0,102.0,712.0,16.0,9.0,13.0,8.0,211.0,7.0,6.0,1.0,0.0,143.0,,Gerard Yepes,es ESP,LT,20.0,30.7,65.0,44.0,42.0,18.0,5.0,30.0,57.0,526.0,27.0,40.0,8.0,32.0,49.0,114.0,59.0,1.0,Partidas
Fabio Depaoli,it ITA,"ZG,LT",26.0,32,27,2.378,26.4,4.0,3.0,7.0,4.0,0.0,0.0,11.0,0.0,3.1,3.1,3.1,62.0,41.0,81.0,149.0,15.0,11.0,26.0,15.0,26.0,12.0,12.0,24.0,12.0,24.0,Partidas,Total de adversários,,,26.8,38.0,38.0,3.42,38.0,53.0,139.0,155.0,101.0,703.0,13.0,9.0,16.0,6.0,158.0,8.0,7.0,1.0,0.0,125.0,,Fabio Depaoli,it ITA,"ZG,LT",26.0,26.4,47.0,32.0,26.0,13.0,8.0,23.0,35.0,657.0,12.0,35.0,12.0,23.0,28.0,75.0,52.0,0.0,Partidas
Facundo González,uy URU,ZG,20.0,28,26,2.309,25.7,2.0,1.0,3.0,2.0,0.0,0.0,12.0,0.0,0.7,0.7,0.7,14.0,27.0,101.0,11.0,8.0,4.0,12.0,8.0,12.0,3.0,3.0,6.0,3.0,6.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Facundo González,uy URU,ZG,20.0,25.7,34.0,24.0,15.0,17.0,2.0,20.0,31.0,645.0,11.0,26.0,15.0,11.0,22.0,56.0,70.0,0.0,Partidas
Pajtim Kasami,ch SUI,LT,31.0,27,24,1.978,22.0,5.0,1.0,6.0,5.0,0.0,0.0,3.0,1.0,2.9,2.9,1.5,43.0,24.0,92.0,74.0,23.0,5.0,27.0,23.0,27.0,13.0,7.0,20.0,13.0,20.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Pajtim Kasami,ch SUI,LT,31.0,22.0,36.0,24.0,18.0,12.0,6.0,21.0,47.0,447.0,26.0,35.0,5.0,30.0,14.0,50.0,36.0,0.0,Partidas
Valerio Verre,it ITA,"LT,AT",29.0,25,23,1.752,19.5,1.0,5.0,6.0,1.0,0.0,0.0,9.0,0.0,2.3,2.3,4.2,66.0,34.0,105.0,145.0,5.0,26.0,31.0,5.0,31.0,12.0,22.0,34.0,12.0,34.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Valerio Verre,it ITA,"LT,AT",29.0,19.5,26.0,18.0,8.0,12.0,6.0,11.0,27.0,407.0,16.0,22.0,1.0,21.0,14.0,40.0,10.0,0.0,Partidas
Manuel De Luca,it ITA,AT,25.0,32,22,1.96,21.8,10.0,5.0,15.0,8.0,2.0,2.0,2.0,0.0,11.6,10.0,2.2,122.0,20.0,22.0,163.0,46.0,23.0,69.0,37.0,60.0,53.0,10.0,63.0,46.0,56.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Manuel De Luca,it ITA,AT,25.0,21.8,18.0,11.0,4.0,10.0,4.0,8.0,17.0,471.0,9.0,6.0,2.0,4.0,0.0,18.0,16.0,0.0,Partidas
Simone Giordano,it ITA,"ZG,LT",21.0,28,21,1.918,21.3,2.0,1.0,3.0,2.0,0.0,0.0,4.0,1.0,0.5,0.5,1.6,21.0,19.0,67.0,76.0,9.0,5.0,14.0,9.0,14.0,2.0,8.0,10.0,2.0,10.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Simone Giordano,it ITA,"ZG,LT",21.0,21.3,18.0,9.0,7.0,8.0,3.0,12.0,22.0,545.0,10.0,33.0,5.0,28.0,12.0,30.0,38.0,0.0,Partidas
