Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 33_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Penaltis,Penaltis,Penaltis,Penaltis,Penaltis,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Desafios,Desafios,Desafios,Desafios,Bloqueios,Bloqueios,Bloqueios,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas,Partidas,Jogador,Nação,Pos.,Idade,90s,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros,Partidas
Cristiano Biraghi,it ITA,ZG,28.0,37,37,3.153,35.0,4.0,1.0,5.0,3.0,1.0,2.0,5.0,1.0,3.1,1.5,6.1,77.0,61.0,171.0,177.0,11.0,3.0,14.0,9.0,11.0,9.0,17.0,26.0,4.0,22.0,Partidas,Pietro Terracciano,it ITA,G,31.0,32.0,31.0,2.862,31.8,43.0,135.0,100.0,58.0,590.0,16.0,5.0,10.0,9.0,290.0,3.0,2.0,1.0,0.0,333.0,Partidas,Cristiano Biraghi,it ITA,ZG,28.0,35.0,37.0,24.0,17.0,15.0,5.0,22.0,53.0,415.0,31.0,28.0,10.0,18.0,19.0,56.0,31.0,1.0,Partidas
Nikola Milenković,rs SRB,ZG,23.0,34,34,2.926,32.5,1.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,2.1,2.1,0.2,23.0,13.0,114.0,8.0,3.0,0.0,3.0,3.0,3.0,7.0,1.0,7.0,7.0,7.0,Partidas,Bartłomiej Drągowski,pl POL,G,23.0,7.0,7.0,556.0,6.2,8.0,129.0,26.0,17.0,731.0,3.0,0.0,4.0,2.0,286.0,2.0,1.0,1.0,0.0,500.0,Partidas,Nikola Milenković,rs SRB,ZG,23.0,32.5,54.0,32.0,31.0,20.0,3.0,29.0,34.0,853.0,5.0,30.0,15.0,15.0,39.0,93.0,94.0,0.0,Partidas
Pietro Terracciano,it ITA,G,31.0,32,31,2.862,31.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,Total do time,,,26.4,38.0,38.0,3.418,38.0,51.0,134.0,126.0,75.0,619.0,19.0,5.0,14.0,11.0,289.0,5.0,3.0,2.0,0.0,400.0,,Pietro Terracciano,it ITA,G,31.0,31.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,20.0,1.0,Partidas
Giacomo Bonaventura,it ITA,LT,31.0,31,28,2.266,25.2,4.0,4.0,8.0,4.0,0.0,0.0,8.0,1.0,4.7,4.7,2.3,71.0,76.0,131.0,94.0,16.0,16.0,32.0,16.0,32.0,19.0,9.0,28.0,19.0,28.0,Partidas,Total de adversários,,,26.7,38.0,38.0,3.42,38.0,59.0,155.0,183.0,122.0,727.0,14.0,5.0,19.0,7.0,184.0,12.0,9.0,2.0,1.0,182.0,,Giacomo Bonaventura,it ITA,LT,31.0,25.2,33.0,17.0,12.0,16.0,5.0,21.0,46.0,457.0,25.0,20.0,2.0,18.0,14.0,47.0,9.0,1.0,Partidas
Nicolás González,ar ARG,AT,23.0,33,26,2.357,26.2,7.0,6.0,13.0,4.0,3.0,3.0,4.0,1.0,10.1,7.7,4.2,120.0,97.0,91.0,210.0,27.0,23.0,50.0,15.0,38.0,39.0,16.0,55.0,30.0,46.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Nicolás González,ar ARG,AT,23.0,26.2,21.0,16.0,6.0,8.0,7.0,9.0,28.0,321.0,19.0,26.0,2.0,24.0,21.0,42.0,4.0,1.0,Partidas
Lucas Torreira,uy URU,LT,25.0,31,26,2.195,24.4,5.0,1.0,6.0,5.0,0.0,0.0,10.0,1.0,5.3,5.0,2.1,71.0,10.0,125.0,30.0,21.0,4.0,25.0,21.0,25.0,22.0,9.0,30.0,20.0,29.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Lucas Torreira,uy URU,LT,25.0,24.4,37.0,29.0,13.0,21.0,3.0,18.0,40.0,450.0,22.0,18.0,1.0,17.0,26.0,63.0,18.0,0.0,Partidas
Igor,br BRA,ZG,23.0,30,23,2.242,24.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.9,14.0,20.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,2.0,5.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Igor,br BRA,ZG,23.0,24.9,53.0,31.0,34.0,16.0,3.0,30.0,40.0,750.0,10.0,37.0,19.0,18.0,31.0,84.0,46.0,4.0,Partidas
Alfred Duncan,gh GHA,LT,28.0,33,21,1.931,21.5,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.9,0.9,2.0,29.0,29.0,129.0,71.0,9.0,9.0,19.0,9.0,19.0,4.0,9.0,14.0,4.0,14.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Alfred Duncan,gh GHA,LT,28.0,21.5,34.0,19.0,13.0,16.0,5.0,11.0,32.0,344.0,21.0,32.0,3.0,29.0,10.0,44.0,7.0,0.0,Partidas
Dušan Vlahović,rs SRB,AT,21.0,21,21,1.857,20.6,17.0,2.0,19.0,12.0,5.0,6.0,2.0,0.0,12.9,8.2,1.8,99.0,18.0,40.0,138.0,82.0,10.0,92.0,58.0,68.0,62.0,9.0,71.0,40.0,48.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Dušan Vlahović,rs SRB,AT,21.0,20.6,5.0,0.0,0.0,2.0,3.0,2.0,11.0,182.0,9.0,6.0,2.0,4.0,1.0,6.0,16.0,0.0,Partidas
