Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 33_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Penaltis,Penaltis,Penaltis,Penaltis,Penaltis,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Desafios,Desafios,Desafios,Desafios,Bloqueios,Bloqueios,Bloqueios,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas,Partidas,Jogador,Nação,Pos.,Idade,90s,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros,Partidas
Nicolò Barella,it ITA,LT,25.0,35,31,2.613,29.0,6.0,6.0,12.0,6.0,0.0,0.0,6.0,0.0,3.2,3.2,5.6,88.0,76.0,214.0,162.0,21.0,21.0,41.0,21.0,41.0,11.0,19.0,30.0,11.0,30.0,Partidas,André Onana,cm CMR,G,26.0,24.0,24.0,2.16,24.0,24.0,100.0,83.0,61.0,735.0,14.0,3.0,7.0,8.0,333.0,2.0,2.0,0.0,0.0,0.0,Partidas,Nicolò Barella,it ITA,LT,25.0,29.0,49.0,25.0,17.0,26.0,6.0,28.0,53.0,528.0,25.0,29.0,5.0,24.0,12.0,61.0,12.0,0.0,Partidas
Hakan Çalhanoğlu,tr TUR,LT,28.0,33,28,2.363,26.3,3.0,6.0,9.0,2.0,1.0,1.0,3.0,0.0,3.1,2.3,5.0,73.0,46.0,172.0,68.0,11.0,23.0,34.0,8.0,30.0,12.0,19.0,31.0,9.0,28.0,Partidas,Samir Handanović,si SVN,G,38.0,14.0,14.0,1.234,13.7,18.0,131.0,52.0,35.0,673.0,9.0,0.0,5.0,4.0,286.0,1.0,1.0,0.0,0.0,0.0,Partidas,Hakan Çalhanoğlu,tr TUR,LT,28.0,26.3,48.0,27.0,17.0,26.0,5.0,16.0,43.0,372.0,27.0,30.0,5.0,25.0,25.0,73.0,13.0,1.0,Partidas
Lautaro Martínez,ar ARG,AT,24.0,38,27,2.576,28.6,21.0,6.0,27.0,20.0,1.0,2.0,3.0,0.0,18.1,16.5,5.4,219.0,49.0,83.0,172.0,73.0,21.0,94.0,70.0,91.0,63.0,19.0,82.0,58.0,76.0,Partidas,Alex Cordaz,it ITA,G,39.0,1.0,0.0,26.0,0.3,0.0,0.0,2.0,2.0,1000.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,Partidas,Lautaro Martínez,ar ARG,AT,24.0,28.6,25.0,14.0,3.0,15.0,7.0,7.0,23.0,304.0,16.0,31.0,1.0,30.0,13.0,38.0,16.0,1.0,Partidas
Alessandro Bastoni,it ITA,ZG,23.0,29,26,2.157,24.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2.7,37.0,47.0,141.0,44.0,0.0,8.0,8.0,0.0,8.0,4.0,11.0,15.0,4.0,15.0,Partidas,Total do time,,,28.8,38.0,38.0,3.42,38.0,42.0,111.0,137.0,98.0,715.0,23.0,3.0,12.0,13.0,342.0,3.0,3.0,0.0,0.0,0.0,,Alessandro Bastoni,it ITA,ZG,23.0,24.0,41.0,20.0,20.0,14.0,7.0,11.0,27.0,407.0,16.0,27.0,13.0,14.0,24.0,65.0,45.0,0.0,Partidas
Federico Dimarco,it ITA,ZG,24.0,33,26,2.069,23.0,4.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,3.1,3.1,6.9,99.0,45.0,88.0,189.0,17.0,13.0,30.0,17.0,30.0,13.0,30.0,43.0,13.0,43.0,Partidas,Total de adversários,,,26.5,38.0,38.0,3.42,38.0,71.0,187.0,202.0,133.0,668.0,12.0,3.0,23.0,7.0,184.0,5.0,4.0,1.0,0.0,200.0,,Federico Dimarco,it ITA,ZG,24.0,23.0,31.0,25.0,6.0,18.0,7.0,9.0,19.0,474.0,10.0,15.0,4.0,11.0,18.0,49.0,20.0,0.0,Partidas
Francesco Acerbi,it ITA,ZG,34.0,31,25,2.425,26.9,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.1,21.0,39.0,100.0,32.0,0.0,7.0,7.0,0.0,7.0,4.0,4.0,8.0,4.0,8.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Francesco Acerbi,it ITA,ZG,34.0,26.9,33.0,19.0,22.0,7.0,4.0,20.0,27.0,741.0,7.0,25.0,18.0,7.0,41.0,74.0,85.0,2.0,Partidas
Denzel Dumfries,nl NED,ZG,26.0,34,25,2.218,24.6,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,3.6,3.6,4.9,85.0,62.0,59.0,172.0,4.0,16.0,20.0,4.0,20.0,15.0,20.0,35.0,15.0,35.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Denzel Dumfries,nl NED,ZG,26.0,24.6,35.0,18.0,17.0,13.0,5.0,22.0,34.0,647.0,12.0,33.0,9.0,24.0,12.0,47.0,26.0,0.0,Partidas
André Onana,cm CMR,G,26.0,24,24,2.16,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,André Onana,cm CMR,G,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Partidas
Matteo Darmian,it ITA,ZG,32.0,31,24,2.025,22.5,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.9,29.0,22.0,88.0,96.0,4.0,9.0,13.0,4.0,13.0,4.0,9.0,13.0,4.0,13.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Matteo Darmian,it ITA,ZG,32.0,22.5,56.0,30.0,29.0,15.0,12.0,31.0,47.0,660.0,16.0,33.0,5.0,28.0,21.0,77.0,36.0,0.0,Partidas
