Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 33_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Penaltis,Penaltis,Penaltis,Penaltis,Penaltis,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Desafios,Desafios,Desafios,Desafios,Bloqueios,Bloqueios,Bloqueios,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas,Partidas,Jogador,Nação,Pos.,Idade,90s,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros,Partidas
Mário Rui,pt POR,ZG,30.0,34,34,2.992,33.2,0.0,5.0,5.0,0.0,0.0,0.0,7.0,0.0,1.6,1.6,3.3,49.0,67.0,150.0,155.0,0.0,15.0,15.0,0.0,15.0,5.0,10.0,15.0,5.0,15.0,Partidas,David Ospina,co COL,G,32.0,31.0,31.0,2.79,31.0,25.0,81.0,106.0,82.0,774.0,19.0,6.0,6.0,13.0,419.0,1.0,1.0,0.0,0.0,0.0,Partidas,Mário Rui,pt POR,ZG,30.0,33.2,68.0,43.0,32.0,28.0,8.0,39.0,84.0,464.0,45.0,31.0,7.0,24.0,40.0,108.0,50.0,0.0,Partidas
Amir Rrahmani,xk KVX,ZG,27.0,33,33,2.927,32.5,4.0,0.0,4.0,4.0,0.0,0.0,5.0,0.0,4.0,4.0,0.1,41.0,12.0,81.0,3.0,12.0,0.0,12.0,12.0,12.0,12.0,0.0,13.0,12.0,13.0,Partidas,Alex Meret,it ITA,G,24.0,7.0,7.0,619.0,6.9,6.0,87.0,29.0,23.0,793.0,5.0,1.0,1.0,2.0,286.0,0.0,0.0,0.0,0.0,,Partidas,Amir Rrahmani,xk KVX,ZG,27.0,32.5,21.0,11.0,15.0,5.0,1.0,15.0,19.0,789.0,4.0,36.0,25.0,11.0,19.0,40.0,89.0,0.0,Partidas
Giovanni Di Lorenzo,it ITA,ZG,27.0,33,33,2.869,31.9,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,2.8,39.0,66.0,196.0,154.0,3.0,13.0,16.0,3.0,16.0,3.0,9.0,12.0,3.0,12.0,Partidas,Davide Marfella,it ITA,G,21.0,1.0,0.0,11.0,0.1,0.0,0.0,1.0,1.0,1000.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,Partidas,Giovanni Di Lorenzo,it ITA,ZG,27.0,31.9,58.0,36.0,30.0,20.0,8.0,33.0,58.0,569.0,25.0,28.0,10.0,18.0,38.0,96.0,46.0,1.0,Partidas
David Ospina,co COL,G,32.0,31,31,2.79,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,Total do time,,,27.9,38.0,38.0,3.42,38.0,31.0,82.0,136.0,106.0,779.0,24.0,7.0,7.0,16.0,421.0,1.0,1.0,0.0,0.0,0.0,,David Ospina,co COL,G,32.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0,Partidas
Fabián Ruiz Peña,es ESP,LT,25.0,32,29,2.384,26.5,7.0,4.0,11.0,7.0,0.0,0.0,2.0,0.0,1.6,1.6,2.9,45.0,58.0,220.0,80.0,26.0,15.0,42.0,26.0,42.0,6.0,11.0,17.0,6.0,17.0,Partidas,Total de adversários,,,26.6,38.0,38.0,3.42,38.0,74.0,195.0,199.0,122.0,678.0,7.0,7.0,24.0,4.0,105.0,14.0,10.0,3.0,1.0,231.0,,Fabián Ruiz Peña,es ESP,LT,25.0,26.5,55.0,33.0,22.0,29.0,4.0,29.0,67.0,433.0,38.0,34.0,1.0,33.0,22.0,77.0,32.0,0.0,Partidas
Lorenzo Insigne,it ITA,AT,30.0,32,28,2.29,25.4,11.0,8.0,19.0,2.0,9.0,13.0,2.0,0.0,15.3,4.9,5.6,106.0,104.0,150.0,208.0,43.0,31.0,75.0,8.0,39.0,60.0,22.0,82.0,19.0,42.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Lorenzo Insigne,it ITA,AT,30.0,25.4,23.0,14.0,8.0,12.0,3.0,8.0,44.0,182.0,36.0,30.0,1.0,29.0,20.0,43.0,3.0,1.0,Partidas
Kalidou Koulibaly,sn SEN,ZG,30.0,27,27,2.405,26.7,3.0,1.0,4.0,3.0,0.0,0.0,5.0,1.0,1.3,1.3,1.3,25.0,21.0,80.0,10.0,11.0,4.0,15.0,11.0,15.0,5.0,5.0,10.0,5.0,10.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Kalidou Koulibaly,sn SEN,ZG,30.0,26.7,39.0,23.0,31.0,6.0,2.0,25.0,38.0,658.0,13.0,41.0,25.0,16.0,29.0,68.0,90.0,1.0,Partidas
Piotr Zieliński,pl POL,LT,27.0,35,26,2.086,23.2,6.0,5.0,11.0,6.0,0.0,0.0,1.0,0.0,3.4,3.4,3.9,72.0,50.0,128.0,95.0,26.0,22.0,47.0,26.0,47.0,15.0,17.0,31.0,15.0,31.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Piotr Zieliński,pl POL,LT,27.0,23.2,19.0,12.0,5.0,9.0,5.0,6.0,21.0,286.0,15.0,13.0,2.0,11.0,8.0,27.0,4.0,0.0,Partidas
Victor Osimhen,ng NGA,AT,22.0,27,23,1.983,22.0,14.0,2.0,16.0,14.0,0.0,0.0,5.0,1.0,10.5,10.5,1.8,124.0,49.0,18.0,178.0,64.0,9.0,73.0,64.0,73.0,48.0,8.0,56.0,48.0,56.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Victor Osimhen,ng NGA,AT,22.0,22.0,10.0,5.0,1.0,2.0,7.0,2.0,6.0,333.0,4.0,16.0,3.0,13.0,3.0,13.0,17.0,0.0,Partidas
Andre-Frank Zambo Anguissa,cm CMR,LT,25.0,25,21,1.926,21.4,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.1,1.1,1.1,23.0,45.0,126.0,60.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,11.0,5.0,11.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Andre-Frank Zambo Anguissa,cm CMR,LT,25.0,21.4,50.0,26.0,24.0,17.0,9.0,25.0,51.0,490.0,26.0,31.0,5.0,26.0,24.0,74.0,33.0,1.0,Partidas
Matteo Politano,it ITA,AT,27.0,33,20,1.65,18.3,3.0,4.0,7.0,3.0,0.0,0.0,3.0,0.0,2.6,2.6,3.1,56.0,76.0,64.0,191.0,16.0,22.0,38.0,16.0,38.0,14.0,17.0,31.0,14.0,31.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Matteo Politano,it ITA,AT,27.0,18.3,24.0,12.0,8.0,11.0,5.0,15.0,54.0,278.0,39.0,11.0,2.0,9.0,13.0,37.0,5.0,0.0,Partidas
Hirving Lozano,mx MEX,AT,26.0,30,20,1.613,17.9,5.0,5.0,10.0,5.0,0.0,0.0,3.0,0.0,5.9,5.7,2.2,79.0,82.0,53.0,179.0,28.0,28.0,56.0,28.0,56.0,33.0,12.0,45.0,32.0,44.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Hirving Lozano,mx MEX,AT,26.0,17.9,28.0,20.0,12.0,11.0,5.0,8.0,30.0,267.0,22.0,24.0,0.0,24.0,9.0,37.0,9.0,0.0,Partidas
Stanislav Lobotka,sk SVK,LT,26.0,23,19,1.686,18.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.7,8.0,25.0,93.0,13.0,5.0,0.0,5.0,5.0,5.0,1.0,4.0,4.0,1.0,4.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Stanislav Lobotka,sk SVK,LT,26.0,18.7,39.0,24.0,16.0,20.0,3.0,14.0,36.0,389.0,22.0,9.0,1.0,8.0,12.0,51.0,13.0,1.0,Partidas
Dries Mertens,be BEL,"AT,LT",34.0,30,16,1.384,15.4,11.0,1.0,12.0,10.0,1.0,1.0,2.0,0.0,4.3,3.6,3.1,67.0,30.0,69.0,101.0,72.0,7.0,78.0,65.0,72.0,28.0,20.0,48.0,23.0,43.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Dries Mertens,be BEL,"AT,LT",34.0,15.4,16.0,7.0,1.0,11.0,4.0,3.0,16.0,188.0,13.0,8.0,2.0,6.0,9.0,25.0,2.0,0.0,Partidas
Juan Jesus,br BRA,ZG,30.0,21,14,1.278,14.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,6.0,1.0,36.0,0.0,7.0,0.0,7.0,7.0,7.0,2.0,2.0,4.0,2.0,4.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Juan Jesus,br BRA,ZG,30.0,14.2,25.0,17.0,14.0,11.0,0.0,12.0,18.0,667.0,6.0,21.0,16.0,5.0,9.0,34.0,34.0,0.0,Partidas
Elif Elmas,mk MKD,"AT,LT",21.0,37,12,1.62,18.0,3.0,4.0,7.0,3.0,0.0,0.0,3.0,0.0,2.3,2.3,1.8,41.0,59.0,53.0,96.0,17.0,22.0,39.0,17.0,39.0,13.0,10.0,23.0,13.0,23.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Elif Elmas,mk MKD,"AT,LT",21.0,18.0,25.0,15.0,10.0,10.0,5.0,12.0,28.0,429.0,16.0,13.0,2.0,11.0,8.0,33.0,17.0,0.0,Partidas
Diego Demme,de GER,LT,29.0,19,7,692.0,7.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.7,0.7,0.4,11.0,8.0,44.0,2.0,13.0,0.0,13.0,13.0,13.0,9.0,5.0,14.0,9.0,14.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Diego Demme,de GER,LT,29.0,7.7,21.0,12.0,4.0,13.0,4.0,10.0,21.0,476.0,11.0,11.0,2.0,9.0,9.0,30.0,2.0,0.0,Partidas
Alex Meret,it ITA,G,24.0,7,7,619.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Alex Meret,it ITA,G,24.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,Partidas
Alessandro Zanoli,it ITA,ZG,20.0,12,5,457.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,1.0,11.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Alessandro Zanoli,it ITA,ZG,20.0,5.1,10.0,7.0,6.0,3.0,1.0,3.0,5.0,600.0,2.0,2.0,1.0,1.0,4.0,14.0,16.0,0.0,Partidas
Andrea Petagna,it ITA,AT,26.0,24,4,586.0,6.5,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.6,1.6,1.7,33.0,15.0,11.0,38.0,46.0,15.0,61.0,46.0,61.0,25.0,25.0,51.0,25.0,51.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Andrea Petagna,it ITA,AT,26.0,6.5,3.0,3.0,0.0,3.0,0.0,1.0,4.0,250.0,3.0,1.0,0.0,1.0,0.0,3.0,5.0,0.0,Partidas
Faouzi Ghoulam,dz ALG,ZG,30.0,14,3,332.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,5.0,10.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,13.0,3.0,13.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Faouzi Ghoulam,dz ALG,ZG,30.0,3.7,3.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,3.0,6.0,10.0,0.0,Partidas
Kostas Manolas,gr GRE,ZG,30.0,4,3,313.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Kostas Manolas,gr GRE,ZG,30.0,3.5,2.0,2.0,1.0,1.0,0.0,2.0,3.0,667.0,1.0,2.0,1.0,1.0,4.0,6.0,10.0,1.0,Partidas
Kévin Malcuit,ma MAR,"ZG,LT",30.0,8,2,288.0,3.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,3.0,8.0,11.0,19.0,0.0,31.0,31.0,0.0,31.0,1.0,7.0,8.0,1.0,8.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Kévin Malcuit,ma MAR,"ZG,LT",30.0,3.2,4.0,2.0,4.0,0.0,0.0,2.0,2.0,1000.0,0.0,3.0,0.0,3.0,8.0,12.0,6.0,0.0,Partidas
Adam Ounas,dz ALG,"LT,AT",24.0,15,1,326.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.8,15.0,28.0,31.0,44.0,0.0,0.0,0.0,0.0,0.0,19.0,22.0,41.0,19.0,41.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Adam Ounas,dz ALG,"LT,AT",24.0,3.6,6.0,1.0,0.0,3.0,3.0,3.0,7.0,429.0,4.0,3.0,0.0,3.0,2.0,8.0,3.0,0.0,Partidas
Gianluca Gaetano,it ITA,LT,21.0,2,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Gianluca Gaetano,it ITA,LT,21.0,0.2,1.0,1.0,1.0,0.0,0.0,1.0,2.0,500.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,Partidas
Davide Marfella,it ITA,G,21.0,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Davide Marfella,it ITA,G,21.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas
Axel Tuanzebe,eng ENG,ZG,23.0,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Axel Tuanzebe,eng ENG,ZG,23.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Partidas
Giuseppe Ambrosino,it ITA,AT,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Total do time,,,27.9,38.0,550.0,327.0,246.0,227.0,77.0,268.0,617.0,434.0,349.0,371.0,108.0,263.0,296.0,846.0,510.0,8.0,
Benedetto Barba,it ITA,ZG,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Total de adversários,,,26.6,38.0,532.0,320.0,248.0,220.0,64.0,238.0,595.0,400.0,357.0,455.0,155.0,300.0,397.0,929.0,613.0,19.0,
Antonio Cioffi,it ITA,AT,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davide Costanzo,it ITA,ZG,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubert Idasiak,pl POL,G,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
