Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 33_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Penaltis,Penaltis,Penaltis,Penaltis,Penaltis,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Desafios,Desafios,Desafios,Desafios,Bloqueios,Bloqueios,Bloqueios,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas,Partidas,Jogador,Nação,Pos.,Idade,90s,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros,Partidas
Stefano Turati,it ITA,G,20.0,37,37,3.33,37.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Partidas,Stefano Turati,it ITA,G,20.0,37.0,37.0,3.33,37.0,24.0,65.0,98.0,73.0,786.0,23.0,8.0,6.0,20.0,541.0,4.0,3.0,1.0,0.0,250.0,Partidas,Stefano Turati,it ITA,G,20.0,37.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,500.0,1.0,0.0,0.0,0.0,1.0,2.0,13.0,2.0,Partidas
Fabio Lucioni,it ITA,ZG,34.0,31,30,2.721,30.2,4.0,1.0,5.0,4.0,0.0,0.0,7.0,0.0,2.2,2.2,1.0,32.0,9.0,117.0,4.0,13.0,3.0,17.0,13.0,17.0,7.0,3.0,11.0,7.0,11.0,Partidas,Leonardo Loria,it ITA,G,23.0,1.0,1.0,90.0,1.0,2.0,200.0,3.0,1.0,333.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Partidas,Fabio Lucioni,it ITA,ZG,34.0,30.2,32.0,19.0,12.0,20.0,0.0,11.0,18.0,611.0,7.0,31.0,23.0,8.0,30.0,62.0,134.0,0.0,Partidas
Daniel Boloca,ro ROU,LT,23.0,31,29,2.601,28.9,2.0,0.0,2.0,2.0,0.0,0.0,12.0,0.0,1.8,1.8,1.3,30.0,62.0,179.0,39.0,7.0,0.0,7.0,7.0,7.0,6.0,4.0,11.0,6.0,11.0,Partidas,Total do time,,,25.7,38.0,38.0,3.42,38.0,26.0,68.0,101.0,74.0,772.0,24.0,8.0,6.0,20.0,526.0,4.0,3.0,1.0,0.0,250.0,,Daniel Boloca,ro ROU,LT,23.0,28.9,58.0,44.0,31.0,22.0,5.0,24.0,48.0,500.0,24.0,43.0,10.0,33.0,33.0,91.0,30.0,0.0,Partidas
Marcus Rohdén,se SWE,"LT,AT",31.0,33,28,2.256,25.1,3.0,6.0,9.0,3.0,0.0,0.0,8.0,0.0,5.3,5.3,3.3,86.0,46.0,96.0,152.0,12.0,24.0,36.0,12.0,36.0,21.0,13.0,35.0,21.0,35.0,Partidas,Total de adversários,,,26.9,38.0,38.0,3.42,38.0,63.0,166.0,179.0,118.0,659.0,6.0,8.0,24.0,7.0,184.0,2.0,2.0,0.0,0.0,0.0,,Marcus Rohdén,se SWE,"LT,AT",31.0,25.1,34.0,17.0,11.0,17.0,6.0,13.0,36.0,361.0,23.0,24.0,4.0,20.0,20.0,54.0,30.0,0.0,Partidas
Mario Sampirisi,it ITA,ZG,29.0,28,25,2.206,24.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,1.9,23.0,22.0,100.0,46.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,9.0,1.0,9.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Mario Sampirisi,it ITA,ZG,29.0,24.5,25.0,16.0,17.0,7.0,1.0,16.0,26.0,615.0,10.0,13.0,5.0,8.0,22.0,47.0,46.0,2.0,Partidas
Luca Ravanelli,it ITA,ZG,25.0,24,24,2.16,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,0.4,13.0,6.0,90.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,4.0,6.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Luca Ravanelli,it ITA,ZG,25.0,24.0,45.0,32.0,31.0,13.0,1.0,18.0,26.0,692.0,8.0,25.0,10.0,15.0,27.0,72.0,94.0,1.0,Partidas
Luca Mazzitelli,it ITA,LT,26.0,25,24,1.943,21.6,3.0,5.0,8.0,3.0,0.0,0.0,8.0,0.0,1.5,1.5,3.3,47.0,35.0,208.0,58.0,14.0,23.0,37.0,14.0,37.0,7.0,15.0,22.0,7.0,22.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Luca Mazzitelli,it ITA,LT,26.0,21.6,40.0,28.0,16.0,21.0,3.0,12.0,32.0,375.0,20.0,28.0,5.0,23.0,29.0,69.0,43.0,1.0,Partidas
Matteo Cotali,it ITA,ZG,25.0,27,24,1.901,21.1,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.2,0.2,1.3,15.0,31.0,98.0,62.0,0.0,9.0,9.0,0.0,9.0,1.0,6.0,7.0,1.0,7.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Matteo Cotali,it ITA,ZG,25.0,21.1,41.0,22.0,24.0,11.0,6.0,20.0,31.0,645.0,11.0,17.0,3.0,14.0,40.0,81.0,47.0,1.0,Partidas
Luca Garritano,it ITA,"LT,AT",28.0,34,24,1.821,20.2,3.0,5.0,8.0,3.0,0.0,0.0,4.0,0.0,3.5,3.5,4.1,77.0,46.0,91.0,119.0,15.0,25.0,40.0,15.0,40.0,17.0,20.0,38.0,17.0,38.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Luca Garritano,it ITA,"LT,AT",28.0,20.2,37.0,18.0,18.0,16.0,3.0,14.0,38.0,368.0,24.0,18.0,1.0,17.0,10.0,47.0,12.0,0.0,Partidas
